Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M40_0D_Scene4.tif	354		CNU	Polygon	2469.1	5560	380.2508	158.1618	0.191	51.663	26.5505	0.8563	28.8419	35.2238	139	2	12.7692	10.0487	43	0	53.2094	20.9406	134	23	116.9274	68.1394	255	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	5.4951	8.1962
ECM_Exp2_M40_0D_Scene4.tif	106		CNU	Polygon	1790.7	3694	380.2508	132.2673	0.2731	47.3458	19.2553	0.9432	63.1354	30.8416	158	10	15.5109	7.4307	36	0	35.6725	9.8978	69	14	173.5546	60.4001	255	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	3.3744	8.8432
ECM_Exp2_M40_0D_Scene4.tif	94		CNU	Polygon	2421.5	3654.2	376.8708	183.7238	0.1403	79.0219	11.6364	0.9957	70.6769	32.2753	136	17	17.4323	12.3314	61	0	81.2576	44.2291	215	26	116.048	85.9398	255	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	3.3258	8.1982
ECM_Exp2_M40_0D_Scene4.tif	206		CNU	Polygon	1680.4	4524.7	356.5907	178.8543	0.1401	60.2862	24.6498	0.9532	46.2182	41.6341	169	0	11.5	6.5351	30	0	58.5273	26.8329	129	18	112.6045	68.623	255	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	4.3138	8.9951
ECM_Exp2_M40_0D_Scene4.tif	35		CNU	Polygon	2278.9	3448.2	359.9707	171.7925	0.1533	55.0982	23.3128	0.9328	170.0995	70.8322	255	42	14.3982	14.0594	56	0	78.1086	38.1198	236	18	233.9864	56.6849	255	37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	3.0904	8.3292
ECM_Exp2_M40_0D_Scene4.tif	13		CNU	Polygon	2206.8	3298.8	363.3507	151.1049	0.2	50.8065	20.6922	0.9575	58.0818	31.4367	129	12	15.55	11.8515	52	0	46.8318	13.181	98	23	122.35	70.4968	255	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.921	8.3941
ECM_Exp2_M40_0D_Scene4.tif	499		CNU	Polygon	2341.3	6218.7	358.2807	164.3226	0.1667	57.8517	20.0525	0.9682	11.1111	7.0722	29	0	20.3565	14.6045	74	0	64.5833	36.0849	233	25	139.4398	84.1199	255	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	6.2279	8.3359
ECM_Exp2_M40_0D_Scene4.tif	44		CNU	Polygon	2028.8	3486.2	339.6907	154.9505	0.1778	45.5268	20.8874	0.9067	46.8667	24.0038	96	10	11.3905	6.5021	36	0	51.8667	21.7091	144	23	139.2714	74.0558	255	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	3.1337	8.5828
ECM_Exp2_M40_0D_Scene4.tif	64		CNU	Polygon	2746.7	3553.1	341.3807	145.3527	0.203	49.7274	16.0172	0.965	36.0905	17.0498	65	8	10.0381	3.8124	16	0	52.4905	12.8209	102	25	131.9619	62.0494	255	29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	3.211	7.8667
ECM_Exp2_M40_0D_Scene4.tif	465		CNU	Polygon	2761.1	5984.8	336.3107	161.5323	0.162	46.5913	21.6762	0.9202	35.335	36.9539	135	0	6.77	7.4831	51	0	66.81	39.9812	220	23	218.805	57.1151	255	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	5.9715	7.9082
