Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5211.7	2676.9	136.8903	52.6962	0.6195	20.7586	10.115	0.889	76.593	18.4833	111	36	14.0116	16.598	87	0	5.9884	2.6679	10	0	131.7209	49.623	248	37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7644	3.059	4.7028
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5221.7	2726.2	162.2403	56.4642	0.6395	21.7972	11.6583	0.8858	109.09	23.4866	167	72	27.63	25.0509	103	2	7.44	2.384	15	5	176.89	63.1167	255	67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7654	3.1166	4.6871
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5729.3	2987.6	255.1905	69.7513	0.6591	25.8082	14.0232	0.8776	106.0968	27.5442	168	45	26.9935	19.4003	79	4	5.4839	2.2458	10	0	152.3226	91.1893	255	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.8071	3.4621	4.0909
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5195.8	3005.1	60.8401	33.6161	0.6766	11.6378	8.8832	0.5386	56.35	10.1591	71	38	12.875	11.7128	60	0	7.875	2.1625	13	5	123.525	30.0674	202	68	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7648	3.4275	4.6963
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5485.6	3075.5	446.1609	108.2454	0.4785	35.4164	22.2375	0.8366	54.0489	9.7649	67	27	24.109	19.2626	117	9	23.7932	12.7876	75	7	50.3722	69.29	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7881	3.5363	4.3626
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	6073.1	3495.1	162.2403	53.7132	0.7067	21.4846	10.5428	0.8796	55.6408	14.3765	77	21	26.6214	26.1486	98	0	7.5922	2.6732	15	1	183.1845	44.725	255	85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.8335	4.0234	3.7137
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5181.3	3621	177.4504	49.0009	0.9287	16.4038	14.7124	0.4029	111.2385	26.7626	164	66	29.7064	20.0487	85	8	8.0367	2.8282	16	4	68.2385	56.6174	200	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.764	4.1299	4.7073
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	6054.3	4183.8	72.6701	35.3973	0.7288	13.0071	8.244	0.7332	55.8367	13.5144	76	29	43.9796	27.7117	109	11	8.9796	4.437	25	2	136.449	64.1551	240	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.8281	4.7762	3.7907
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5635.9	4708.9	126.7503	42.2474	0.8924	14.4769	12.4431	0.4744	83.0385	18.586	118	47	29.1795	20.2829	75	8	6.7949	2.8711	15	2	125.6923	68.3821	255	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7908	5.4148	4.324
ECM_Exp2_M42_0D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5584.4	4812.3	77.7402	32.1354	0.946	10.9155	8.7604	0.632	59.125	10.6144	75	38	22	15.1658	61	3	4.2292	3.4285	13	0	100.3542	88.1429	255	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7858	5.545	4.3955
