Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M36_15D_Scene1.tif	436		CTX	Polygon	7525.9	1503.1	390.3908	166.2341	0.1775	54.7311	22.6146	0.9331	40.6695	18.3336	80	2	8.4407	7.3941	36	0	37.1441	12.938	79	15	43.8517	55.9716	245	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	2.126	3.3331
ECM_Exp2_M36_15D_Scene1.tif	3315		CTX	Polygon	7823.4	3598.2	378.5608	168.9413	0.1667	44.5438	31.4858	0.6686	54.383	18.6996	130	21	29.617	32.3625	150	0	51.2596	26.4817	132	12	132.6255	69.5301	255	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	4.4364	2.9857
ECM_Exp2_M36_15D_Scene1.tif	476		CTX	Polygon	7959.7	1640.6	388.7008	149.8942	0.2174	47.0963	20.1987	0.9332	102.8333	13.5429	124	53	23.5513	12.0439	61	0	67.453	26.5178	220	26	93.3974	44.1102	202	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	2.2704	2.9068
ECM_Exp2_M36_15D_Scene1.tif	1215		CTX	Polygon	8293.8	2766.8	392.0808	165.1729	0.1806	52.2418	25.6882	0.9154	18.9313	5.8335	33	4	25.0258	13.9664	73	0	43.3948	13.6267	115	23	184.9442	67.246	255	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	3.5692	2.5632
ECM_Exp2_M36_15D_Scene1.tif	3554		CTX	Polygon	7203.9	3768.1	390.3908	162.9357	0.1848	51.6937	18.7955	0.9428	22.834	6.9253	42	11	14.5574	9.4972	43	0	69.2298	38.3831	195	11	58.0426	64.5081	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	4.6246	3.6116
ECM_Exp2_M36_15D_Scene1.tif	724		CTX	Polygon	8078.1	2076.8	380.2508	178.4002	0.1501	49.977	28.3016	0.8347	71.5022	35.4328	173	8	19.5628	13.6593	74	0	62.1429	29.7891	171	16	144.9784	97.4447	255	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	2.765	2.7816
ECM_Exp2_M36_15D_Scene1.tif	2298		CTX	Polygon	6145.3	4015.2	385.3208	178.6479	0.1517	55.884	21.8109	0.9438	18.9828	10.9145	54	6	11.694	8.9102	42	0	47.6983	22.4941	120	19	119	77.6188	255	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	4.9702	4.7631
ECM_Exp2_M36_15D_Scene1.tif	930		CTX	Polygon	8119.4	2389.7	380.2508	189.2532	0.1334	60.5876	29.0189	0.9528	31.3906	18.1715	93	9	10.4034	9.8006	68	0	61.2704	35.7239	248	15	67.9828	78.5529	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	3.1323	2.7346
ECM_Exp2_M36_15D_Scene1.tif	1176		CTX	Polygon	8073.2	2730.8	380.2508	167.9606	0.1694	43.8303	33.8454	0.6966	39.7273	12.4551	65	7	49.3203	23.2721	123	12	43.8658	11.4225	91	29	160.5931	73.116	255	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	3.5348	2.7818
ECM_Exp2_M36_15D_Scene1.tif	2449		CTX	Polygon	6054.5	4314.2	380.2508	138.5662	0.2489	45.0072	18.7547	0.9424	28.5132	13.2457	59	0	21.1184	12.491	70	6	36.307	12.579	86	15	138.4956	82.948	255	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	5.304	4.882
