"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M14","30D","IB","Scene5",7923,7022.6,4827,5174.9
"2","M14","30D","CTX","Scene5",5926,7022.6,3607.2,1535
"3","M14","30D","CNU","Scene3",2511,5134.4,7230.4,3931.5
"4","M14","30D","CNU","Scene3",2941,5134.4,4809.6,3691
"5","M14","30D","CNU","Scene3",4910,5134.4,2753.4,7420.8
"6","M14","30D","CNU","Scene2",2307,4426.3,4444.5,4237.7
"7","M14","30D","CTX","Scene5",3874,7022.6,3347.4,1506.3
"8","M14","30D","CTX","Scene5",5944,7022.6,6768.2,3055.4
"9","M14","30D","CTX","Scene1",2214,3328.9,4722.7,5319.8
"10","M14","30D","CTX","Scene3",3586,5134.4,6001,2992.5
"11","M14","30D","CTX","Scene6",1340,7818.4,5910.7,2285.2
"12","M14","30D","CNU","Scene3",1663,5134.4,5006.9,3127.8
"13","M14","30D","CTX","Scene5",4390,7022.6,2604.2,2120.5
"14","M14","30D","CTX","Scene5",5448,7022.6,3613.7,1618
"15","M14","30D","CNU","Scene2",1762,4426.3,4674.1,3536.5
"16","M14","30D","CNU","Scene3",5016,5134.4,2944.4,5966.3
"17","M14","30D","CNU","Scene4",1861,6318.4,6469.2,3546.4
"18","M14","30D","CTX","Scene5",385,7022.6,1718.2,7168
"19","M14","30D","IB","Scene4",1415,6318.4,6228.9,5760.7
"20","M14","30D","CTX","Scene5",919,7022.6,2117.9,6473.1
"21","M14","30D","CTX","Scene2",917,4426.3,2879.7,6110.9
"22","M14","30D","CTX","Scene4",4409,6318.4,1902.6,3628.5
"23","M14","30D","CTX","Scene5",2747,7022.6,1864.5,4590.5
"24","M14","30D","CNU","Scene5",2054,7022.6,6302.5,3538.3
"25","M14","30D","CTX","Scene1",2751,3328.9,1846.2,7917.4
"26","M14","30D","CTX","Scene2",3726,4426.3,4138.6,2531.8
"27","M14","30D","CNU","Scene4",2241,6318.4,5526.9,3771.7
"28","M14","30D","CTX","Scene6",1341,7818.4,5296.3,1754.1
"29","M14","30D","CNU","Scene3",2388,5134.4,5060.7,3462.1
"30","M14","30D","CTX","Scene1",1707,3328.9,3859.4,3047.3
"31","M14","30D","CTX","Scene1",176,3328.9,3085.3,5349.5
"32","M14","30D","IB","Scene5",6532,7022.6,3350.2,3682.1
"33","M14","30D","CNU","Scene5",2526,7022.6,5809.4,3265.1
"34","M14","30D","CNU","Scene4",3441,6318.4,5569.8,4207.1
"35","M14","30D","CTX","Scene4",4754,6318.4,7266.3,3170
"36","M14","30D","CNU","Scene4",3184,6318.4,5674.9,3012.5
"37","M14","30D","CTX","Scene1",879,3328.9,5442.7,5467.6
"38","M14","30D","CTX","Scene5",900,7022.6,2532.7,6584.3
"39","M14","30D","CTX","Scene5",4193,7022.6,2794.4,1714.8
"40","M14","30D","CTX","Scene4",4480,6318.4,2682.7,5108.8
"41","M14","30D","IB","Scene5",8099,7022.6,6332.6,4209.7
"42","M14","30D","fiber tracts","Scene4",7355,6318.4,4261.6,9585.6
"43","M14","30D","CTX","Scene5",2699,7022.6,1680.4,4639.9
"44","M14","30D","fiber tracts","Scene6",3864,7818.4,4415.5,1609.1
"45","M14","30D","CTX","Scene2",3658,4426.3,4056.9,1910.9
"46","M14","30D","CNU","Scene3",2607,5134.4,5550,5176.9
"47","M14","30D","CTX","Scene3",4723,5134.4,3247.6,2133.7
"48","M14","30D","IB","Scene5",8219,7022.6,4885.2,4201.5
"49","M14","30D","CTX","Scene5",5171,7022.6,2059,4674.8
"50","M14","30D","fiber tracts","Scene5",9376,7022.6,4622.5,3230.3
"51","M14","30D","fiber tracts","Scene4",6941,6318.4,2373.4,3136.6
"52","M14","30D","CNU","Scene2",550,4426.3,3428.9,7213.7
"53","M14","30D","fiber tracts","Scene5",9034,7022.6,5235.5,3190
"54","M14","30D","fiber tracts","Scene2",1367,4426.3,3329.2,5687.3
"55","M14","30D","CNU","Scene2",1877,4426.3,5228,3762.3
"56","M14","30D","CTX","Scene1",2507,3328.9,4127,3193.1
"57","M14","30D","CTX","Scene5",3929,7022.6,2032.2,3748
"58","M14","30D","IB","Scene4",6578,6318.4,5961.8,4683.2
"59","M14","30D","fiber tracts","Scene4",7030,6318.4,6116.4,4764.6
"60","M14","30D","CTX","Scene6",4969,7818.4,5738.9,8130.6
"61","M14","30D","IB","Scene5",6962,7022.6,6250.9,4400.5
"62","M14","30D","fiber tracts","Scene5",8957,7022.6,4539.5,1819.1
"63","M14","30D","CTX","Scene6",135,7818.4,2384.4,4027.1
"64","M14","30D","CTX","Scene2",2715,4426.3,2386.6,4203
"65","M14","30D","CNU","Scene4",1540,6318.4,2959.4,2627.6
"66","M14","30D","CTX","Scene3",3589,5134.4,6039.4,2975.6
"67","M14","30D","CTX","Scene1",3669,3328.9,4477.6,7489.5
"68","M14","30D","CTX","Scene2",3199,4426.3,5860.2,2838.9
"69","M14","30D","fiber tracts","Scene6",3960,7818.4,3900.3,3780.7
"70","M14","30D","CTX","Scene1",78,3328.9,1912.6,4983.2
"71","M14","30D","CTX","Scene1",1335,3328.9,3731.9,2861.6
"72","M14","30D","CTX","Scene1",3101,3328.9,1923.7,6912.7
"73","M14","30D","CTX","Scene6",2023,7818.4,1083.4,2810.1
"74","M14","30D","fiber tracts","Scene5",9179,7022.6,5608.8,3745.5
"75","M14","30D","CTX","Scene4",4463,6318.4,2519.5,4437.7
"76","M14","30D","fiber tracts","Scene2",1371,4426.3,3639.3,5390.2
"77","M14","30D","CTX","Scene6",766,7818.4,6658.9,2627.4
"78","M14","30D","IB","Scene4",1378,6318.4,5426.5,7082.1
"79","M14","30D","CTX","Scene3",6358,5134.4,3476.5,9854.5
"80","M14","30D","CTX","Scene4",5239,6318.4,793.4,3453.1
"81","M14","30D","fiber tracts","Scene6",3652,7818.4,4621.1,1694.7
"82","M14","30D","CTX","Scene6",1458,7818.4,5998.2,3952.6
"83","M14","30D","CTX","Scene1",3826,3328.9,5529.7,6332.2
"84","M14","30D","CNU","Scene2",2056,4426.3,7206.6,4085.3
"85","M14","30D","CNU","Scene5",122,7022.6,6087.8,7609.1
"86","M14","30D","fiber tracts","Scene5",9566,7022.6,4483.1,1803.8
"87","M14","30D","CTX","Scene2",2714,4426.3,2275.2,5062.9
"88","M14","30D","CNU","Scene4",2653,6318.4,3419.8,2593.2
"89","M14","30D","fiber tracts","Scene3",220,5134.4,5410.2,5381.3
"90","M14","30D","CTX","Scene5",3787,7022.6,1969.8,4007.6
"91","M14","30D","CNU","Scene4",2496,6318.4,5630.1,4085.9
"92","M14","30D","CNU","Scene5",2068,7022.6,6972.6,3384.1
"93","M14","30D","CTX","Scene6",4132,7818.4,999,8415.5
"94","M14","30D","CTX","Scene6",1892,7818.4,3671,2155.4
"95","M14","30D","CTX","Scene5",4886,7022.6,2171.4,2149.5
"96","M14","30D","CTX","Scene3",3198,5134.4,1501.5,4399.2
"97","M14","30D","CNU","Scene3",1602,5134.4,3886.7,2559.4
"98","M14","30D","CTX","Scene3",4701,5134.4,1729.1,5431.5
"99","M14","30D","CTX","Scene1",686,3328.9,4502.9,5620.6
"100","M14","30D","CTX","Scene6",1621,7818.4,6264.7,2158.4
"101","M14","30D","fiber tracts","Scene5",9662,7022.6,4703.2,3412.7
"102","M14","30D","CNU","Scene4",2083,6318.4,4530.5,2797.5
"103","M14","30D","CNU","Scene5",2035,7022.6,6878.4,3312.8
"104","M14","30D","CTX","Scene1",3873,3328.9,6270.7,5995.9
"105","M14","30D","IB","Scene6",5324,7818.4,5842.7,6438
"106","M14","30D","CTX","Scene6",1170,7818.4,3362.9,1517.5
"107","M14","30D","CNU","Scene4",3063,6318.4,5643.6,3367
"108","M14","30D","CTX","Scene2",4118,4426.3,1479,3249.6
"109","M14","30D","CTX","Scene6",1957,7818.4,1704.9,3439.4
"110","M14","30D","CNU","Scene3",413,5134.4,3899.7,5085.2
"111","M14","30D","CTX","Scene3",3618,5134.4,3770.4,2370.7
"112","M14","30D","CTX","Scene4",1148,6318.4,1704.1,8499
"113","M14","30D","IB","Scene5",7195,7022.6,4351,4063.4
"114","M14","30D","CTX","Scene5",4623,7022.6,1796.7,4062.1
"115","M14","30D","IB","Scene5",8251,7022.6,6433.9,5324.4
"116","M14","30D","CTX","Scene1",1712,3328.9,3503.5,3317.5
"117","M14","30D","IB","Scene6",2173,7818.4,3245.7,3690.4
"118","M14","30D","CNU","Scene3",536,5134.4,4629.8,3763.2
"119","M14","30D","CTX","Scene1",3440,3328.9,4363.6,7618.8
"120","M14","30D","IB","Scene5",6044,7022.6,3252.4,5164.6
"121","M14","30D","CTX","Scene5",3726,7022.6,5924.7,2333.7
"122","M14","30D","CNU","Scene4",3249,6318.4,5282.6,3226.5
"123","M14","30D","CTX","Scene2",3742,4426.3,3881.6,2505.7
"124","M14","30D","IB","Scene3",4859,5134.4,6231.3,4861.2
"125","M14","30D","fiber tracts","Scene5",9267,7022.6,4843.6,3083.6
"126","M14","30D","CTX","Scene1",3841,3328.9,5774.4,6216.6
"127","M14","30D","CTX","Scene5",1137,7022.6,5689.1,9527.8
"128","M14","30D","CTX","Scene1",2659,3328.9,2035.6,4040.5
"129","M14","30D","fiber tracts","Scene5",9007,7022.6,2181.3,2730.6
"130","M14","30D","fiber tracts","Scene5",9793,7022.6,5607.5,7109.2
"131","M14","30D","IB","Scene5",6269,7022.6,4376.9,5690.5
"132","M14","30D","CTX","Scene4",4863,6318.4,2516.2,5353.4
"133","M14","30D","IB","Scene4",6326,6318.4,5302.9,4976.2
"134","M14","30D","CTX","Scene5",3107,7022.6,2991.3,2063.4
"135","M14","30D","CTX","Scene2",3518,4426.3,4117.9,2080
"136","M14","30D","CTX","Scene5",3580,7022.6,2682.8,1992.1
"137","M14","30D","CNU","Scene4",2324,6318.4,5348.1,2567.8
"138","M14","30D","CTX","Scene4",4831,6318.4,6569.6,3468.8
"139","M14","30D","CTX","Scene2",3507,4426.3,3993,2811.9
"140","M14","30D","CTX","Scene5",3041,7022.6,2555.2,2982.1
"141","M14","30D","CNU","Scene1",2732,3328.9,6452.7,4732.8
"142","M14","30D","CTX","Scene3",4157,5134.4,4329.2,2003
"143","M14","30D","CTX","Scene1",1720,3328.9,5267.2,4057.9
"144","M14","30D","CNU","Scene3",1657,5134.4,5797.2,3223.7
"145","M14","30D","CNU","Scene4",2579,6318.4,3044.1,2609.2
"146","M14","30D","CTX","Scene2",3637,4426.3,4457.7,2733.5
"147","M14","30D","CNU","Scene5",2400,7022.6,6584.4,3868.5
"148","M14","30D","CNU","Scene5",131,7022.6,6272.5,7738.6
"149","M14","30D","CTX","Scene4",384,6318.4,802.2,7895.5
"150","M14","30D","CTX","Scene5",4116,7022.6,4395.6,1668.5
"151","M14","30D","CTX","Scene2",580,4426.3,1798.7,7845.4
"152","M14","30D","CTX","Scene5",2799,7022.6,1981.2,4449.4
"153","M14","30D","IB","Scene4",1439,6318.4,3188.7,6995.3
"154","M14","30D","fiber tracts","Scene5",8680,7022.6,5442.6,3589.1
"155","M14","30D","fiber tracts","Scene3",204,5134.4,3677.5,2462.2
"156","M14","30D","CNU","Scene3",5209,5134.4,5716.3,7481.5
"157","M14","30D","CNU","Scene2",389,4426.3,5232.9,5781.8
"158","M14","30D","CTX","Scene1",4113,3328.9,3877.9,5740.2
"159","M14","30D","CNU","Scene3",1153,5134.4,5636.2,3074.2
"160","M14","30D","IB","Scene5",7741,7022.6,4619.4,5081.2
"161","M14","30D","fiber tracts","Scene3",304,5134.4,4786.3,9128.6
"162","M14","30D","CTX","Scene1",1034,3328.9,4502.7,3819.6
"163","M14","30D","fiber tracts","Scene5",9666,7022.6,4887.1,3540.9
"164","M14","30D","CTX","Scene5",4978,7022.6,6982.4,3102
"165","M14","30D","CNU","Scene3",5641,5134.4,2762.6,7142.9
"166","M14","30D","CNU","Scene4",2396,6318.4,4333.9,2225.3
"167","M14","30D","IB","Scene5",7194,7022.6,4844.7,4811.7
"168","M14","30D","IB","Scene4",6195,6318.4,4218.8,3541.5
"169","M14","30D","CTX","Scene1",188,3328.9,3297.3,4038.5
"170","M14","30D","CNU","Scene3",5652,5134.4,4233.4,5747.6
"171","M14","30D","IB","Scene5",8349,7022.6,4541.2,3744.6
"172","M14","30D","CTX","Scene3",3659,5134.4,2700.7,2152.8
"173","M14","30D","IB","Scene5",1260,7022.6,3571,8059.7
"174","M14","30D","IB","Scene5",7445,7022.6,4943.5,4555.9
"175","M14","30D","CTX","Scene6",4716,7818.4,5970.4,8941.9
"176","M14","30D","CNU","Scene3",2592,5134.4,4597.7,3326.1
"177","M14","30D","CTX","Scene2",3318,4426.3,4163.2,2782.1
"178","M14","30D","CNU","Scene2",86,4426.3,4454.6,5874
"179","M14","30D","IB","Scene5",1312,7022.6,3196.6,6925.7
"180","M14","30D","IB","Scene4",5613,6318.4,4885.1,4305.7
