"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M31","5D","CTX","Scene6","21044",7141.4,5330.8,9657.9
"2","M31","5D","CTX","Scene1","20034",3223.6,4463.3,4109
"3","M31","5D","CTX","Scene6","22004",7141.4,6126,8563.9
"4","M31","5D","CTX","Scene1","5522",3223.6,2366.8,6531.1
"5","M31","5D","CTX","Scene1","15340",3223.6,2342.4,4821
"6","M31","5D","CTX","Scene6","2695",7141.4,787.6,3542.2
"7","M31","5D","CTX","Scene6","17683",7141.4,2644.2,6580.8
"8","M31","5D","CTX","Scene1","914",3223.6,2354.3,7806.9
"9","M31","5D","IB","Scene6","10297",7141.4,6176.3,5439.4
"10","M31","5D","CNU","Scene3","7259",5317.4,3929.8,2487.4
"11","M31","5D","CTX","Scene1","17800",3223.6,2650.6,3064
"12","M31","5D","CTX","Scene6","16828",7141.4,1280.5,8122.2
"13","M31","5D","CNU","Scene3","7246",5317.4,3923.5,3401.6
"14","M31","5D","CTX","Scene6","2964",7141.4,794.3,5566.4
"15","M31","5D","CNU","Scene3","1306",5317.4,4288.5,8918
"16","M31","5D","CTX","Scene1","5111",3223.6,2139.4,6736.9
"17","M31","5D","CTX","Scene1","18184",3223.6,3020.3,3794.4
"18","M31","5D","fiber tracts","Scene6","126",7141.4,2693.7,2235.7
"19","M31","5D","CNU","Scene6","11338",7141.4,4248.9,9538.3
"20","M31","5D","CTX","Scene1","9598",3223.6,4920.3,8283.9
"21","M31","5D","CTX","Scene1","13362",3223.6,6055.8,6563
"22","M31","5D","CNU","Scene3","1833",5317.4,4650.2,6376.1
"23","M31","5D","CNU","Scene3","7150",5317.4,3684.2,2776.1
"24","M31","5D","CTX","Scene1","16064",3223.6,2742.3,4772.7
"25","M31","5D","CTX","Scene6","20826",7141.4,5126.8,10322.5
"26","M31","5D","CNU","Scene2","1886",4338.9,4951.6,6681.8
"27","M31","5D","IB","Scene6","7352",7141.4,3063.3,4629.6
"28","M31","5D","IB","Scene6","26710",7141.4,4452.7,7593.4
"29","M31","5D","IB","Scene6","29385",7141.4,6898.6,5741.7
"30","M31","5D","CTX","Scene1","6914",3223.6,3125.2,6010.1
"31","M31","5D","CTX","Scene6","22869",7141.4,6738,8518.4
"32","M31","5D","CTX","Scene1","16342",3223.6,2926.5,4421.7
"33","M31","5D","CTX","Scene1","16549",3223.6,3095.1,4637.1
"34","M31","5D","CTX","Scene6","21679",7141.4,5831,9468.5
"35","M31","5D","CNU","Scene3","3185",5317.4,7204.9,7794.1
"36","M31","5D","CTX","Scene6","3895",7141.4,1326.7,3234.9
"37","M31","5D","CNU","Scene3","1672",5317.4,4540.4,6598.1
"38","M31","5D","CTX","Scene3","8468",5317.4,1645.8,2854.6
"39","M31","5D","CTX","Scene6","5857",7141.4,2711.4,1913.4
