"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M03","5D","MB","Scene7",18342,8148.4,4659.5,7172.2
"2","M03","5D","MB","Scene7",35640,8148.4,3873.1,5701.1
"3","M03","5D","CTX","Scene7",16345,8148.4,6002.1,8358.8
"4","M03","5D","CTX","Scene5",746,6065.2,3541.1,9292.7
"5","M03","5D","CNU","Scene4",15610,5739.1,5460.1,3026.4
"6","M03","5D","CNU","Scene4",14611,5739.1,5799.1,2937.6
"7","M03","5D","CTX","Scene7",33024,8148.4,864.6,3020.7
"8","M03","5D","IB","Scene6",11887,7013.3,4382.8,4039.7
"9","M03","5D","CTX","Scene5",6894,6065.2,6080.8,1742.5
"10","M03","5D","CTX","Scene2",8597,4137.7,5284.1,2749.4
"11","M03","5D","fiber tracts","Scene3",542,5253.2,6825.1,2465.1
"12","M03","5D","IB","Scene4",24322,5739.1,4740.8,5680.6
"13","M03","5D","CTX","Scene6",7397,7013.3,4386,1275.7
"14","M03","5D","CTX","Scene3",13341,5253.2,2314.4,5507.1
"15","M03","5D","CNU","Scene4",13466,5739.1,4867.8,4708.5
"16","M03","5D","CTX","Scene7",33720,8148.4,588.6,3386
"17","M03","5D","CTX","Scene5",6841,6065.2,2791,2190.1
"18","M03","5D","IB","Scene7",16363,8148.4,3278.7,7689
"19","M03","5D","CTX","Scene5",7508,6065.2,6855.3,3050.4
"20","M03","5D","CTX","Scene1",2214,3497.5,5719,7291.8
"21","M03","5D","IB","Scene4",25572,5739.1,6267.9,4341.6
"22","M03","5D","fiber tracts","Scene2",9242,4137.7,4195.5,3124
"23","M03","5D","MB","Scene7",38730,8148.4,3293.3,4773.9
"24","M03","5D","CTX","Scene4",5965,5739.1,4458.1,10465.4
"25","M03","5D","IB","Scene5",9733,6065.2,7069.2,5544.7
"26","M03","5D","IB","Scene6",11039,7013.3,3408.3,4088.5
"27","M03","5D","CTX","Scene3",13857,5253.2,1854.7,3893.9
"28","M03","5D","CTX","Scene7",15867,8148.4,3395.9,9021.8
"29","M03","5D","CNU","Scene4",12248,5739.1,6707.9,3809.1
"30","M03","5D","MB","Scene7",36365,8148.4,4271.5,4790.7
"31","M03","5D","CTX","Scene6",6852,7013.3,2326,3384.6
"32","M03","5D","fiber tracts","Scene3",648,5253.2,4105.4,6041.1
"33","M03","5D","IB","Scene4",24490,5739.1,6302.7,5048.1
"34","M03","5D","CTX","Scene7",4883,8148.4,5290.4,10055.9
"35","M03","5D","CTX","Scene7",32624,8148.4,1090.9,2092.4
"36","M03","5D","CNU","Scene4",14858,5739.1,4088.1,2671
"37","M03","5D","CTX","Scene7",31047,8148.4,1006.5,4779.8
"38","M03","5D","CTX","Scene3",9852,5253.2,1692.8,2595.9
"39","M03","5D","MB","Scene7",38103,8148.4,4861.1,5023.7
"40","M03","5D","CTX","Scene7",4437,8148.4,2886.7,8252.2
"41","M03","5D","CTX","Scene7",11338,8148.4,6730,9816.6
"42","M03","5D","CNU","Scene2",2287,4137.7,5622.4,4148.2
"43","M03","5D","CTX","Scene7",7431,8148.4,3368.3,8516.3
"44","M03","5D","CNU","Scene4",10403,5739.1,3306.6,3445.4
"45","M03","5D","CTX","Scene3",12214,5253.2,3076.6,2569.7
"46","M03","5D","CTX","Scene7",12473,8148.4,2822.5,9973.7
"47","M03","5D","CTX","Scene1",2751,3497.5,2401,6701.3
"48","M03","5D","CTX","Scene2",5096,4137.7,2876.9,2315.7
"49","M03","5D","CNU","Scene3",4311,5253.2,6712.9,3657
"50","M03","5D","MB","Scene7",21553,8148.4,3539.5,5769.5
"51","M03","5D","CTX","Scene2",8044,4137.7,3957.9,3111.4
"52","M03","5D","CTX","Scene6",2438,7013.3,1946.4,7054.1
"53","M03","5D","CTX","Scene4",23467,5739.1,6509.5,2531.1
"54","M03","5D","CTX","Scene7",27180,8148.4,1158.5,5425.2
"55","M03","5D","fiber tracts","Scene6",907,7013.3,4208,1804.3
"56","M03","5D","IB","Scene7",35329,8148.4,5583.6,5699.3
"57","M03","5D","fiber tracts","Scene4",1364,5739.1,7107.3,4637.5
"58","M03","5D","CTX","Scene3",11993,5253.2,6046.4,2109.1
"59","M03","5D","CNU","Scene3",5511,5253.2,3735.1,3669.5
"60","M03","5D","CTX","Scene7",7776,8148.4,614.4,7888.1
"61","M03","5D","CTX","Scene4",16560,5739.1,2179.5,3631.6
"62","M03","5D","CNU","Scene3",5254,5253.2,4965,4113
"63","M03","5D","CTX","Scene1",879,3497.5,3229.4,5178.4
"64","M03","5D","CTX","Scene4",24215,5739.1,1293.4,5567.4
"65","M03","5D","CTX","Scene3",10367,5253.2,3666.2,2367.3
"66","M03","5D","fiber tracts","Scene6",360,7013.3,5964.4,3701.8
"67","M03","5D","CTX","Scene7",14612,8148.4,339.3,6208.3
"68","M03","5D","CNU","Scene4",12042,5739.1,3798.2,2827.8
"69","M03","5D","MB","Scene7",36902,8148.4,4517,4191.2
"70","M03","5D","CNU","Scene3",6550,5253.2,3195.5,5535.8
"71","M03","5D","MB","Scene7",18518,8148.4,5470.2,7489.1
"72","M03","5D","CTX","Scene3",9425,5253.2,1358.2,3449.8
"73","M03","5D","CTX","Scene7",13118,8148.4,1821.6,9160.3
"74","M03","5D","CNU","Scene5",4430,6065.2,6182.9,2962.1
"75","M03","5D","MB","Scene7",38899,8148.4,4290.1,5682.6
"76","M03","5D","IB","Scene4",8489,5739.1,6504.5,5981.1
"77","M03","5D","CTX","Scene6",8748,7013.3,3443.1,833.4
"78","M03","5D","CTX","Scene5",8971,6065.2,3995.5,1854.3
"79","M03","5D","CTX","Scene2",8263,4137.7,3310.8,2742.6
"80","M03","5D","CTX","Scene7",30165,8148.4,612.4,3826.8
"81","M03","5D","CTX","Scene4",17291,5739.1,2975.3,2208
"82","M03","5D","fiber tracts","Scene3",355,5253.2,4414.4,5457.8
"83","M03","5D","CNU","Scene4",3051,5739.1,4910.3,8023.7
"84","M03","5D","CNU","Scene4",14936,5739.1,3037.3,5355.4
"85","M03","5D","CTX","Scene7",31848,8148.4,1598.7,2283
"86","M03","5D","CNU","Scene4",13108,5739.1,4729.6,2134.8
"87","M03","5D","CTX","Scene7",15590,8148.4,3342.5,9532
"88","M03","5D","MB","Scene7",19795,8148.4,4336.9,5882
"89","M03","5D","CTX","Scene5",377,6065.2,1422.9,6242.4
"90","M03","5D","CTX","Scene7",9963,8148.4,2000.4,8696.9
"91","M03","5D","CTX","Scene6",5640,7013.3,1181.6,2129.2
"92","M03","5D","CTX","Scene5",6272,6065.2,5213.7,1561.3
"93","M03","5D","IB","Scene5",9399,6065.2,4285.1,4431.8
"94","M03","5D","MB","Scene7",19453,8148.4,4995,5854.3
"95","M03","5D","CNU","Scene2",2737,4137.7,5704.8,3817
"96","M03","5D","CNU","Scene2",3247,4137.7,6776.5,5175.6
"97","M03","5D","CTX","Scene4",23044,5739.1,5557.6,1983.4
"98","M03","5D","CTX","Scene1",2507,3497.5,4878.9,6964
"99","M03","5D","CTX","Scene7",14348,8148.4,1521.2,8594.6
"100","M03","5D","CNU","Scene3",8648,5253.2,5315.8,3866.8
"101","M03","5D","CNU","Scene3",9100,5253.2,3773.1,5618.6
"102","M03","5D","fiber tracts","Scene7",25181,8148.4,1739.6,7089.4
"103","M03","5D","IB","Scene7",17381,8148.4,3594.6,7740.4
"104","M03","5D","MB","Scene7",19376,8148.4,4543.5,6225.8
"105","M03","5D","IB","Scene5",9262,6065.2,3846.9,4255.8
"106","M03","5D","MB","Scene7",37144,8148.4,3271.3,4904.2
"107","M03","5D","CNU","Scene4",13595,5739.1,5206.1,3766.8
"108","M03","5D","MB","Scene7",20347,8148.4,5067,7476.2
"109","M03","5D","CNU","Scene2",4085,4137.7,5606.6,4519.3
"110","M03","5D","CTX","Scene7",4562,8148.4,1438.4,8797.2
"111","M03","5D","fiber tracts","Scene2",9245,4137.7,3855.4,5524.4
"112","M03","5D","CNU","Scene2",680,4137.7,5479.8,4216.7
"113","M03","5D","CTX","Scene2",4569,4137.7,1238.2,5174.4
"114","M03","5D","IB","Scene4",8585,5739.1,5324.9,5960.3
"115","M03","5D","fiber tracts","Scene1",78,3497.5,3395.3,6835.4
"116","M03","5D","CNU","Scene6",2066,7013.3,4404.2,9510.8
"117","M03","5D","CTX","Scene7",30529,8148.4,964.7,2666.2
"118","M03","5D","CNU","Scene2",112,4137.7,3758.8,4800.2
"119","M03","5D","CTX","Scene4",6648,5739.1,5185.5,9564.3
"120","M03","5D","MB","Scene7",19598,8148.4,3484.3,6473.1
"121","M03","5D","CTX","Scene7",7485,8148.4,4537.2,10482.8
"122","M03","5D","CTX","Scene5",5806,6065.2,2630,2283.5
"123","M03","5D","CTX","Scene7",27152,8148.4,2836.1,2130.9
"124","M03","5D","CTX","Scene6",6461,7013.3,1803.6,1573.1
"125","M03","5D","CTX","Scene4",5391,5739.1,1559.6,6835.6
"126","M03","5D","CNU","Scene3",3448,5253.2,5367.4,4113.8
"127","M03","5D","CNU","Scene5",3904,6065.2,4748.9,3535.2
"128","M03","5D","CNU","Scene5",2819,6065.2,4907.5,2225.6
"129","M03","5D","CTX","Scene3",1990,5253.2,2069.6,7836.1
"130","M03","5D","CTX","Scene7",8261,8148.4,1407.5,9041.6
"131","M03","5D","IB","Scene4",8277,5739.1,4725,5710.7
"132","M03","5D","CTX","Scene4",21874,5739.1,1739.2,4630.5
"133","M03","5D","MB","Scene7",21670,8148.4,3882.4,6212.2
"134","M03","5D","CNU","Scene2",837,4137.7,6068.1,5236.5
"135","M03","5D","CTX","Scene4",16274,5739.1,1592.7,3975.5
"136","M03","5D","CNU","Scene2",3426,4137.7,4945.7,4035.3
"137","M03","5D","MB","Scene7",38021,8148.4,5456.8,5695.3
"138","M03","5D","CNU","Scene4",10175,5739.1,4247.6,3856.3
"139","M03","5D","CTX","Scene7",33680,8148.4,304.6,4392.6
"140","M03","5D","CNU","Scene4",14563,5739.1,5819.8,4846.1
"141","M03","5D","CTX","Scene3",9589,5253.2,1867.5,5279
"142","M03","5D","IB","Scene5",10195,6065.2,4131.6,4697.9
"143","M03","5D","IB","Scene4",24545,5739.1,6623.4,4583.6
"144","M03","5D","CNU","Scene4",4398,5739.1,4064.9,6870.2
"145","M03","5D","CNU","Scene2",4084,4137.7,4550.7,5375.5
"146","M03","5D","CNU","Scene3",4723,5253.2,6429.2,4095.1
"147","M03","5D","CTX","Scene7",28256,8148.4,2522.7,1029.3
"148","M03","5D","CTX","Scene6",9596,7013.3,3569.5,1701.4
"149","M03","5D","CTX","Scene3",13254,5253.2,2360.5,3134.7
"150","M03","5D","CTX","Scene7",5518,8148.4,4822.6,8664.4
"151","M03","5D","CNU","Scene4",14641,5739.1,3092.4,3848.9
"152","M03","5D","CNU","Scene4",12051,5739.1,4575.2,2138
"153","M03","5D","CNU","Scene4",10267,5739.1,4431.1,2712.7
"154","M03","5D","IB","Scene7",35204,8148.4,4086.3,3742.2
"155","M03","5D","CTX","Scene3",11535,5253.2,4539.9,1995.5
"156","M03","5D","IB","Scene4",8757,5739.1,5066.4,6166.3
"157","M03","5D","IB","Scene4",25176,5739.1,5978.1,5612.3
"158","M03","5D","CTX","Scene4",6517,5739.1,4129,10282.9
"159","M03","5D","CTX","Scene7",15305,8148.4,3079.6,8220.1
"160","M03","5D","CTX","Scene2",8854,4137.7,6208.6,3053.2
"161","M03","5D","IB","Scene6",10978,7013.3,3375.9,3963.2
"162","M03","5D","fiber tracts","Scene3",333,5253.2,5157,4943.8
"163","M03","5D","CTX","Scene7",29279,8148.4,4198.9,1110.1
"164","M03","5D","CTX","Scene1",686,3497.5,3674.8,3756.8
"165","M03","5D","fiber tracts","Scene7",21833,8148.4,5687.3,5068.2
"166","M03","5D","MB","Scene7",20081,8148.4,5414,7277.9
"167","M03","5D","CNU","Scene3",4153,5253.2,3792.6,2967.1
"168","M03","5D","CTX","Scene7",12454,8148.4,2098,7516.2
"169","M03","5D","MB","Scene7",37666,8148.4,2541.7,4202.7
"170","M03","5D","CNU","Scene6",4604,7013.3,4781.9,2874.3
"171","M03","5D","CTX","Scene7",29051,8148.4,899.8,4411.5
"172","M03","5D","CNU","Scene4",13940,5739.1,3747.7,2996.4
"173","M03","5D","CTX","Scene4",20197,5739.1,4156,1313.6
"174","M03","5D","CTX","Scene7",32022,8148.4,2616.7,1135.6
"175","M03","5D","CTX","Scene4",23291,5739.1,4387.4,1520.2
