"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M03","5D","CTX","Scene7",4398,8148.4,5160,9863.3
"2","M03","5D","CTX","Scene7",10557,8148.4,1666.6,2629.6
"3","M03","5D","IB","Scene6",5165,7013.3,3905.9,5824.2
"4","M03","5D","CTX","Scene4",8805,5739.1,1308.4,2952.6
"5","M03","5D","CTX","Scene1",2348,3497.5,2191.7,4347.6
"6","M03","5D","CTX","Scene3",11427,5253.2,1380,5749.2
"7","M03","5D","fiber tracts","Scene4",4778,5739.1,3271.6,6294.9
"8","M03","5D","CTX","Scene7",11617,8148.4,5946.3,4038.7
"9","M03","5D","CNU","Scene4",871,5739.1,3525.9,7261.5
"10","M03","5D","CTX","Scene6",4391,7013.3,6509,8477.9
"11","M03","5D","CTX","Scene4",9695,5739.1,1866.7,2431.7
"12","M03","5D","IB","Scene5",8486,6065.2,6001.2,5582.9
"13","M03","5D","CTX","Scene1",1586,3497.5,6192.9,6045.4
"14","M03","5D","IB","Scene6",12143,7013.3,4255.4,3368
"15","M03","5D","CTX","Scene7",467,8148.4,1294.2,5984.8
"16","M03","5D","CTX","Scene7",4804,8148.4,5681.4,9107.3
"17","M03","5D","CTX","Scene4",1688,5739.1,769.4,7888.3
"18","M03","5D","fiber tracts","Scene4",5133,5739.1,6976.4,5987.1
"19","M03","5D","CNU","Scene3",10025,5253.2,3580.2,6357.2
"20","M03","5D","IB","Scene5",8383,6065.2,5913.6,5639.5
"21","M03","5D","fiber tracts","Scene1",2217,3497.5,6042,8052.6
"22","M03","5D","CTX","Scene5",5427,6065.2,1695.8,1977.7
"23","M03","5D","CTX","Scene5",6342,6065.2,4209.3,795.2
"24","M03","5D","fiber tracts","Scene4",3347,5739.1,3345.2,4831.4
"25","M03","5D","CTX","Scene7",4313,8148.4,4982.5,10298.7
"26","M03","5D","IB","Scene3",9025,5253.2,6514.5,4929.7
"27","M03","5D","CTX","Scene4",10308,5739.1,3386.2,2183.2
"28","M03","5D","IB","Scene5",8292,6065.2,5972.6,4166.6
"29","M03","5D","CNU","Scene6",6582,7013.3,5028.6,2745.2
"30","M03","5D","CTX","Scene4",8514,5739.1,2289.6,5558.9
"31","M03","5D","CTX","Scene4",8874,5739.1,1349.2,3190.6
"32","M03","5D","CTX","Scene2",8647,4137.7,3933.4,5842
"33","M03","5D","fiber tracts","Scene6",16217,7013.3,5948.6,3987
"34","M03","5D","fiber tracts","Scene4",4542,5739.1,2167,6453.2
"35","M03","5D","CTX","Scene3",5863,5253.2,1829.2,4644.2
"36","M03","5D","fiber tracts","Scene5",1624,6065.2,1976.5,7312.9
"37","M03","5D","CTX","Scene7",1749,8148.4,2568.8,9061.3
"38","M03","5D","CNU","Scene3",2781,5253.2,3972.8,4922.7
"39","M03","5D","CTX","Scene3",5339,5253.2,1318.5,3610.7
"40","M03","5D","IB","Scene4",2591,5739.1,6008.5,5784.9
"41","M03","5D","fiber tracts","Scene3",975,5253.2,7186.8,5143.6
"42","M03","5D","fiber tracts","Scene7",16992,8148.4,4876.1,4761
"43","M03","5D","CTX","Scene6",3781,7013.3,5518.6,9734.3
"44","M03","5D","CTX","Scene7",2207,8148.4,3102.8,10130.6
"45","M03","5D","fiber tracts","Scene4",3566,5739.1,3805.7,4268
"46","M03","5D","MB","Scene7",14058,8148.4,3873.1,5419.6
"47","M03","5D","CTX","Scene7",9406,8148.4,1430.5,5555.6
"48","M03","5D","IB","Scene5",11542,6065.2,4055.9,6134.2
"49","M03","5D","IB","Scene6",11654,7013.3,3749.3,5517.6
"50","M03","5D","CTX","Scene2",6393,4137.7,5201.8,2567.2
"51","M03","5D","CTX","Scene7",10336,8148.4,1294.8,2151.7
"52","M03","5D","fiber tracts","Scene5",543,6065.2,2964,4632.6
"53","M03","5D","CTX","Scene2",3947,4137.7,1776.2,4649.2
"54","M03","5D","CTX","Scene6",4271,7013.3,6286.7,8602.1
"55","M03","5D","CTX","Scene2",5449,4137.7,2951,2153.6
"56","M03","5D","fiber tracts","Scene6",17591,7013.3,4275.8,8813.7
"57","M03","5D","CNU","Scene2",270,4137.7,3573.3,3764.5
"58","M03","5D","CTX","Scene7",7608,8148.4,573.5,4771.4
"59","M03","5D","CTX","Scene6",8088,7013.3,1089.7,5171.8
"60","M03","5D","CTX","Scene6",1861,7013.3,2032.4,7304.4
"61","M03","5D","CTX","Scene1",3174,3497.5,3734.9,4424.9
"62","M03","5D","CNU","Scene3",11191,5253.2,7170.5,7248.3
"63","M03","5D","fiber tracts","Scene7",17729,8148.4,1402.8,7269.1
"64","M03","5D","CTX","Scene1",3847,3497.5,4432.5,5368.5
"65","M03","5D","CTX","Scene6",3868,7013.3,5753.7,8980.2
"66","M03","5D","CNU","Scene2",796,4137.7,4134.6,4182.1
"67","M03","5D","CTX","Scene7",2094,8148.4,3018.6,8721.6
"68","M03","5D","CNU","Scene3",9683,5253.2,3308.6,6463.1
"69","M03","5D","CNU","Scene5",2428,6065.2,3254.5,3664.6
"70","M03","5D","CTX","Scene3",5102,5253.2,944.9,4239.8
"71","M03","5D","CTX","Scene6",7459,7013.3,846.6,5048.7
"72","M03","5D","CTX","Scene7",1370,8148.4,2073.1,8278.9
"73","M03","5D","CTX","Scene6",1531,7013.3,1882.6,7555.4
"74","M03","5D","fiber tracts","Scene4",4745,5739.1,3145.1,6261.9
"75","M03","5D","IB","Scene5",11796,6065.2,5720.9,7151.7
"76","M03","5D","CTX","Scene4",10403,5739.1,4433.2,876.1
"77","M03","5D","CNU","Scene2",3763,4137.7,7109.3,4237.7
"78","M03","5D","CTX","Scene7",5476,8148.4,6762.5,8674.5
"79","M03","5D","CTX","Scene6",7855,7013.3,1013.6,4804.1
"80","M03","5D","CNU","Scene3",10841,5253.2,4953.9,6227.5
"81","M03","5D","CTX","Scene7",10210,8148.4,1092.2,2947.4
"82","M03","5D","IB","Scene4",11215,5739.1,5375.4,4380.3
"83","M03","5D","MB","Scene7",7271,8148.4,6003.9,6805.6
"84","M03","5D","CTX","Scene7",3770,8148.4,2542.3,7729.6
"85","M03","5D","CTX","Scene7",2604,8148.4,3570.9,9590.6
"86","M03","5D","IB","Scene6",5567,7013.3,5098.8,5757.7
"87","M03","5D","IB","Scene6",14031,7013.3,5503,5405.4
"88","M03","5D","CTX","Scene3",11938,5253.2,5640.6,9558.7
"89","M03","5D","CTX","Scene3",6796,5253.2,2571.3,5590
"90","M03","5D","CTX","Scene5",5822,6065.2,2030.4,3215.9
"91","M03","5D","CNU","Scene2",1172,4137.7,4447,4474.5
"92","M03","5D","CNU","Scene3",10773,5253.2,4735.7,6690
"93","M03","5D","CTX","Scene5",4407,6065.2,1729.9,3908.9
"94","M03","5D","fiber tracts","Scene6",16817,7013.3,2729.3,9081.6
"95","M03","5D","fiber tracts","Scene6",15829,7013.3,3161.5,3167.3
"96","M03","5D","CNU","Scene4",5297,5739.1,2635.5,5121.7
"97","M03","5D","fiber tracts","Scene5",1421,6065.2,3217,9050.6
"98","M03","5D","CTX","Scene3",11609,5253.2,2208.9,7288.1
"99","M03","5D","fiber tracts","Scene3",1435,5253.2,5110.1,6247
