"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M39","0D","MB","Scene7",10906,8253.2,5563.4,4355.5
"2","M39","0D","CTX","Scene7",3375,8253.2,4980.4,9323.8
"3","M39","0D","CTX","Scene3",2190,5321.1,4338.6,1205
"4","M39","0D","fiber tracts","Scene7",6977,8253.2,5802.1,7051.8
"5","M39","0D","CNU","Scene3",1022,5321.1,3763.8,4050.4
"6","M39","0D","IB","Scene4",5052,6017.7,4128.8,7260.8
"7","M39","0D","CNU","Scene3",2532,5321.1,3825.7,8213
"8","M39","0D","CTX","Scene7",965,8253.2,2316.8,8202.6
"9","M39","0D","CNU","Scene2",210,4332,5250.1,6262.7
"10","M39","0D","CTX","Scene6",5954,7409.4,1993.8,10030.8
"11","M39","0D","MB","Scene7",10916,8253.2,5591.7,4466.2
"12","M39","0D","CNU","Scene3",3380,5321.1,5671.3,6637.6
"13","M39","0D","MB","Scene7",10845,8253.2,5440,4374.1
"14","M39","0D","fiber tracts","Scene5",6391,6441.3,5037.3,3832.7
"15","M39","0D","CTX","Scene6",7546,7409.4,2631.5,7592.1
"16","M39","0D","CTX","Scene4",1322,6017.7,4132.4,882.6
"17","M39","0D","CTX","Scene6",2343,7409.4,4957.6,1511.8
"18","M39","0D","CTX","Scene7",863,8253.2,2191.9,8312.8
"19","M39","0D","CTX","Scene6",8823,7409.4,6998.2,9121.7
"20","M39","0D","CTX","Scene7",2207,8253.2,3680.4,9628.2
"21","M39","0D","CTX","Scene7",7507,8253.2,2417,3686.9
"22","M39","0D","CTX","Scene7",10273,8253.2,6812.4,2155.7
"23","M39","0D","CTX","Scene4",1534,6017.7,6701.1,2640.9
"24","M39","0D","fiber tracts","Scene4",2857,6017.7,7102,5050.8
"25","M39","0D","CTX","Scene5",4335,6441.3,2478.9,1107
"26","M39","0D","fiber tracts","Scene5",6907,6441.3,1878.1,7486.6
"27","M39","0D","CTX","Scene7",9791,8253.2,5806.1,2864.9
"28","M39","0D","MB","Scene7",10992,8253.2,5722,4521.1
"29","M39","0D","CTX","Scene7",9656,8253.2,5630.6,3146.5
"30","M39","0D","IB","Scene5",5647,6441.3,6975.8,5691.2
"31","M39","0D","CTX","Scene7",1209,8253.2,2727.9,8676.1
"32","M39","0D","CTX","Scene5",3840,6441.3,2314.7,4801.7
"33","M39","0D","CTX","Scene7",9789,8253.2,5792.9,2831.3
"34","M39","0D","CTX","Scene3",2101,5321.1,3569.3,1151.7
"35","M39","0D","CTX","Scene7",9570,8253.2,5498.5,2692.6
"36","M39","0D","IB","Scene6",4076,7409.4,6494,4447.2
"37","M39","0D","CNU","Scene4",38,6017.7,2806.4,3744.5
"38","M39","0D","IB","Scene5",5205,6441.3,5735.7,4967.5
"39","M39","0D","CTX","Scene6",1701,7409.4,1228.7,2249.6
"40","M39","0D","fiber tracts","Scene6",4507,7409.4,5373,4277.8
"41","M39","0D","IB","Scene5",5080,6441.3,5405.9,5502.1
"42","M39","0D","fiber tracts","Scene7",6699,8253.2,1764.5,7050.8
"43","M39","0D","CNU","Scene6",5835,7409.4,6353.6,7692.3
"44","M39","0D","CTX","Scene7",8287,8253.2,3122.9,2927.4
"45","M39","0D","CTX","Scene7",9960,8253.2,6030.3,1601.6
"46","M39","0D","CNU","Scene4",448,6017.7,4898.5,3586
"47","M39","0D","fiber tracts","Scene5",6497,6441.3,4760.3,1939.6
