"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M25","30D","CTX","Scene7",2079,7961,1495.7,4074.9
"2","M25","30D","CTX","Scene7",82,7961,1942.2,4626.8
"3","M25","30D","fiber tracts","Scene6",25900,7300.1,3391.7,3589.5
"4","M25","30D","CTX","Scene6",14404,7300.1,2376,3719.4
"5","M25","30D","CTX","Scene6",13405,7300.1,1477.2,2509.7
"6","M25","30D","CTX","Scene6",47838,7300.1,3473.3,10398
"7","M25","30D","fiber tracts","Scene6",32048,7300.1,1608.5,6332
"8","M25","30D","CNU","Scene3",3424,5017.7,3797.3,3442.4
"9","M25","30D","CTX","Scene3",5393,5017.7,1717.4,2811
"10","M25","30D","IB","Scene6",23116,7300.1,3921.2,4592.8
"11","M25","30D","CTX","Scene6",43348,7300.1,2108.2,6723.3
"12","M25","30D","CTX","Scene5",5323,6423.1,5550.7,2392.7
"13","M25","30D","CTX","Scene6",12260,7300.1,1393.6,4272.1
"14","M25","30D","fiber tracts","Scene6",31995,7300.1,1327.4,7077.4
"15","M25","30D","CTX","Scene7",100,7961,2093.2,4124.8
"16","M25","30D","fiber tracts","Scene6",32662,7300.1,1215.5,6830.6
"17","M25","30D","CNU","Scene2",450,4130.7,4381.9,7941.4
"18","M25","30D","IB","Scene6",24366,7300.1,4422.1,3494
"19","M25","30D","CNU","Scene3",4069,5017.7,7342,3968.8
"20","M25","30D","CTX","Scene6",4759,7300.1,1236.7,5265.5
"21","M25","30D","CTX","Scene6",34887,7300.1,1589.2,8248.7
"22","M25","30D","CTX","Scene6",46990,7300.1,2677.9,10393.1
"23","M25","30D","IB","Scene5",5839,6423.1,5846,4259.1
"24","M25","30D","IB","Scene6",64610,7300.1,3234,6032.6
"25","M25","30D","CTX","Scene6",11042,7300.1,652.4,4761.2
"26","M25","30D","CTX","Scene6",42803,7300.1,968.7,7164.2
"27","M25","30D","CTX","Scene3",5499,5017.7,4007.6,1726
