"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M16","15D","CNU","Scene4",12892,6050.6,5922.8,3763.8
"2","M16","15D","CNU","Scene2",6305,4337.1,5413.4,3925.4
"3","M16","15D","CNU","Scene3",4529,5287.2,4616.8,6099.8
"4","M16","15D","IB","Scene3",7255,5287.2,5841.1,6238.1
"5","M16","15D","CTX","Scene1",6121,3388.7,4753.8,4022.4
"6","M16","15D","fiber tracts","Scene2",13251,4337.1,3387.1,5914.5
"7","M16","15D","CTX","Scene6",3827,6992.9,1041.8,8497.2
"8","M16","15D","CTX","Scene1",3185,3388.7,2819.2,3761.9
"9","M16","15D","IB","Scene6",17672,6992.9,2892.7,3966.5
"10","M16","15D","CTX","Scene4",13904,6050.6,1765.2,3458.9
"11","M16","15D","CNU","Scene3",9387,5287.2,4718.7,4049.2
"12","M16","15D","fiber tracts","Scene4",6812,6050.6,2286.1,3649.8
"13","M16","15D","CNU","Scene2",5303,4337.1,4737.9,4172.6
"14","M16","15D","fiber tracts","Scene6",2573,6992.9,4522.8,3060.4
"15","M16","15D","CTX","Scene3",14824,5287.2,752.6,5088.5
"16","M16","15D","CNU","Scene3",11219,5287.2,4294.2,3064
"17","M16","15D","CTX","Scene4",3241,6050.6,2304.4,6593.5
"18","M16","15D","CTX","Scene1",5245,3388.7,4081.8,2932.2
"19","M16","15D","CNU","Scene2",6137,4337.1,5358.7,3266.3
"20","M16","15D","CNU","Scene4",1654,6050.6,5071.2,8644.2
"21","M16","15D","CNU","Scene4",12087,6050.6,4942.9,2726.2
"22","M16","15D","IB","Scene4",4790,6050.6,4261.7,6818.3
"23","M16","15D","CNU","Scene3",12216,5287.2,5255.8,4313.6
"24","M16","15D","CNU","Scene2",3304,4337.1,3339.7,3454.2
"25","M16","15D","CTX","Scene3",6459,5287.2,2098.6,7012.9
"26","M16","15D","IB","Scene6",17639,6992.9,2843,4290.2
"27","M16","15D","CTX","Scene4",2586,6050.6,1036.9,8523.2
"28","M16","15D","CTX","Scene3",16863,5287.2,6144.1,2869.5
"29","M16","15D","IB","Scene4",4748,6050.6,3893.7,7471.5
"30","M16","15D","CTX","Scene2",2926,4337.1,5609.7,8175.7
"31","M16","15D","CNU","Scene4",11216,6050.6,3792.6,2390.3
"32","M16","15D","CTX","Scene1",8955,3388.7,5388,4019.7
"33","M16","15D","fiber tracts","Scene3",917,5287.2,5344.1,4558.9
"34","M16","15D","CTX","Scene1",6427,3388.7,5019.2,4521.1
"35","M16","15D","CTX","Scene1",538,3388.7,3767.8,7849.1
"36","M16","15D","IB","Scene4",15541,6050.6,3299.3,4728.8
"37","M16","15D","CNU","Scene4",11984,6050.6,4798.2,4182.8
"38","M16","15D","CNU","Scene3",9090,5287.2,4316.3,5324.2
"39","M16","15D","CNU","Scene4",11746,6050.6,4419.3,3534.9
"40","M16","15D","CNU","Scene2",7999,4337.1,6622.2,3924.6
"41","M16","15D","CNU","Scene4",1514,6050.6,4938.5,8587.3
"42","M16","15D","CNU","Scene3",4125,5287.2,3697.9,7348
"43","M16","15D","fiber tracts","Scene4",9531,6050.6,4429.1,7550.5
"44","M16","15D","CNU","Scene4",11095,6050.6,3625.2,3190.1
"45","M16","15D","CTX","Scene2",9418,4337.1,2364.5,5671.6
"46","M16","15D","CTX","Scene6",12025,6992.9,2217.3,3297.3
"47","M16","15D","CNU","Scene4",10358,6050.6,3035,3702.1
"48","M16","15D","CTX","Scene3",15413,5287.2,2121.7,5039.4
"49","M16","15D","CTX","Scene6",6651,6992.9,3221.7,9683.2
"50","M16","15D","CTX","Scene1",8224,3388.7,4857.9,3525.1
"51","M16","15D","CTX","Scene1",7507,3388.7,4430.9,3172.9
"52","M16","15D","CNU","Scene4",1730,6050.6,5182.7,7730.4
"53","M16","15D","CTX","Scene3",15068,5287.2,1735.6,3617.8
"54","M16","15D","CTX","Scene1",210,3388.7,2626.7,8431.2
"55","M16","15D","CTX","Scene4",2857,6050.6,2419.8,8552.1
"56","M16","15D","fiber tracts","Scene4",6004,6050.6,2127.9,4823.5
"57","M16","15D","CTX","Scene3",16606,5287.2,2802.6,3063.5
"58","M16","15D","IB","Scene6",19038,6992.9,4066.9,3843.5
"59","M16","15D","CNU","Scene2",503,4337.1,4806.7,6718.6
"60","M16","15D","CTX","Scene2",2884,4337.1,5313.7,8462.7
"61","M16","15D","CNU","Scene3",14095,5287.2,5683.4,3521.1
"62","M16","15D","IB","Scene4",5372,6050.6,6195.9,6832.8
"63","M16","15D","IB","Scene4",18599,6050.6,6869.4,5609
"64","M16","15D","CTX","Scene1",1047,3388.7,4393,6520.2
"65","M16","15D","CNU","Scene3",5748,5287.2,6624.3,7811.1
"66","M16","15D","CTX","Scene1",7396,3388.7,4320.3,3918
"67","M16","15D","CTX","Scene6",15509,6992.9,2693.5,3188.5
"68","M16","15D","IB","Scene6",16496,6992.9,3226.3,4509
"69","M16","15D","fiber tracts","Scene2",12827,4337.1,2591.3,6779.1
"70","M16","15D","CNU","Scene3",11488,5287.2,4678.2,2921.5
"71","M16","15D","CNU","Scene4",10500,6050.6,3138.3,3643.8
"72","M16","15D","CTX","Scene1",5279,3388.7,4021.7,5337.1
"73","M16","15D","CTX","Scene6",11816,6992.9,2093.6,3189.2
"74","M16","15D","CTX","Scene1",4634,3388.7,3673.4,3181.6
"75","M16","15D","CNU","Scene2",4571,4337.1,4273.9,3818.8
"76","M16","15D","IB","Scene6",7852,6992.9,3071.1,6307.2
"77","M16","15D","CTX","Scene1",7208,3388.7,4177.2,3917.8
"78","M16","15D","fiber tracts","Scene2",13216,4337.1,3318.4,5810.4
"79","M16","15D","CNU","Scene2",952,4337.1,5285.7,8061
"80","M16","15D","CTX","Scene1",550,3388.7,3825.9,7598.1
"81","M16","15D","IB","Scene6",19026,6992.9,4090,3095.3
"82","M16","15D","fiber tracts","Scene4",8646,6050.6,2035.8,6843.2
"83","M16","15D","CNU","Scene4",676,6050.6,4008,9139.9
"84","M16","15D","CNU","Scene3",5123,5287.2,5275.7,8795
"85","M16","15D","CTX","Scene6",14479,6992.9,1779,2856.2
"86","M16","15D","CNU","Scene4",522,6050.6,3800.9,9019.2
