"","MouseID","DPI","Region","Section","ObjectID","Z","X","Y"
"1","M39","0D","IB","Scene5","40670",6441.3,5962.7,3990.5
"2","M39","0D","CNU","Scene3","2216",5321.1,3055,5175.8
"3","M39","0D","CNU","Scene6","734",7409.4,6482.2,7521
"4","M39","0D","CTX","Scene4","11439",6017.7,2943.1,9768.1
"5","M39","0D","CTX","Scene6","27944",7409.4,2494.4,3849.1
"6","M39","0D","CTX","Scene3","12262",5321.1,1627.4,4691.6
"7","M39","0D","fiber tracts","Scene6","22733",7409.4,3360.7,1914.6
"8","M39","0D","IB","Scene7","13155",8253.2,4009.8,3508.5
"9","M39","0D","CTX","Scene3","17905",5321.1,5289.2,2302.1
"10","M39","0D","CTX","Scene2","10368",4332,2906.8,9039.3
"11","M39","0D","fiber tracts","Scene5","22372",6441.3,6741.6,4246.3
"12","M39","0D","CTX","Scene2","24814",4332,1250.8,5091.8
"13","M39","0D","CTX","Scene6","12491",7409.4,6252.5,9506.9
"14","M39","0D","CTX","Scene4","13820",6017.7,5064.6,9456.3
"15","M39","0D","CNU","Scene3","6763",5321.1,4246.1,3234.5
"16","M39","0D","CNU","Scene4","23618",6017.7,4976.2,3344.6
"17","M39","0D","CTX","Scene6","28328",7409.4,1001.4,2644.8
"18","M39","0D","CTX","Scene6","28526",7409.4,1240,2310.2
"19","M39","0D","CNU","Scene2","22109",4332,5700.7,3629.6
"20","M39","0D","CNU","Scene3","7828",5321.1,4910,2881.9
"21","M39","0D","CTX","Scene5","11090",6441.3,4593.4,10294.6
"22","M39","0D","CTX","Scene5","33214",6441.3,3758.3,1476.7
"23","M39","0D","CTX","Scene5","26384",6441.3,619.2,4489.5
"24","M39","0D","IB","Scene5","19786",6441.3,6015.5,6515.3
"25","M39","0D","CNU","Scene2","24357",4332,7231.5,4241.2
"26","M39","0D","IB","Scene7","34942",8253.2,4057.8,7924.9
"27","M39","0D","CTX","Scene7","9941",8253.2,5555.6,2348.8
