Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M02_30D_Scene3.tif	555		CNU	Polygon	4279.4	4388.8	405.6008	160.3732	0.1982	63.4824	16.4929	0.983	111.9702	53.9817	255	38	8.6936	11.7905	69	0	51.566	24.6651	148	19	175.034	60.6089	255	27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	5.477	7.5105
ECM_Exp2_M02_30D_Scene3.tif	386		CNU	Polygon	4482.5	3477.2	371.8007	144.2077	0.2247	50.737	23.6557	0.9303	50.8821	20.1335	85	8	18.4672	16.7569	116	0	41.262	19.0286	116	12	191.5546	78.3526	255	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	4.3771	7.3427
ECM_Exp2_M02_30D_Scene3.tif	285		CNU	Polygon	5462.7	3030.5	354.9007	160.0477	0.1741	45.0411	27.8004	0.8105	52.8208	24.4161	133	0	15.217	6.287	37	1	56.9764	22.5732	174	26	146.9151	64.4232	255	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	3.8808	6.2836
ECM_Exp2_M02_30D_Scene3.tif	811		CNU	Polygon	3583.9	5047.1	353.2107	148.7406	0.2006	59.5606	15.4986	0.9885	16.0708	10.8374	57	1	18.6934	12.819	53	0	57.8443	34.6515	225	21	159.5519	70.723	255	37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	6.2	8.1909
ECM_Exp2_M02_30D_Scene3.tif	898		CNU	Polygon	3909.8	6023.4	349.8307	131.6417	0.2537	54.6994	13.7867	0.9746	137.6338	46.1178	195	34	39.7371	14.5925	88	10	190.3944	59.4165	255	56	131.2958	81.0433	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	7.3934	7.7954
ECM_Exp2_M02_30D_Scene3.tif	661		CNU	Polygon	3284.9	4614.5	344.7607	155.7591	0.1786	51.5255	24.047	0.9052	20.0282	9.3954	45	1	8.9859	6.9814	38	0	54.4836	24.4825	145	19	107.7559	76.893	255	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	5.6727	8.5398
ECM_Exp2_M02_30D_Scene3.tif	131		CNU	Polygon	5829.1	2521.1	353.2107	167.2674	0.1586	42.2088	24.094	0.8171	87.5231	37.1539	168	34	8.3565	4.8376	12	0	37.963	13.974	96	15	45.7269	48.3841	214	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	3.2569	5.9431
ECM_Exp2_M02_30D_Scene3.tif	727		CNU	Polygon	4195.3	4733.8	339.6907	160.0966	0.1665	49.4264	23.1732	0.9031	17.6039	6.7786	38	8	8.0821	5.9397	25	0	47.9469	20.601	125	16	106.2174	76.1458	255	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	5.8878	7.574
ECM_Exp2_M02_30D_Scene3.tif	528		CNU	Polygon	3571.9	4268.2	336.3107	164.7348	0.1557	57.2191	23.604	0.9629	39.8744	11.547	75	17	8.5604	6.4721	37	0	49.1643	17.8875	136	20	114.314	60.9321	255	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	5.2844	8.2631
ECM_Exp2_M02_30D_Scene3.tif	64		CNU	Polygon	5921.4	2238.6	339.6907	157.166	0.1728	53.4571	16.6282	0.976	22.8301	10.276	57	0	11.699	4.9708	25	0	51.1359	21.5484	186	19	51.1262	41.8921	168	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2238	2.9208	5.8849
