"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M39","Negative","0D","Ipsi",363,2654.3,519.38
"2","M39","Positive","0D","Ipsi",368,3168.6,537.18
"3","M39","Negative","0D","Ipsi",254,2144.3,505.07
"4","M39","Negative","0D","Ipsi",317,2672.4,258.56
"5","M39","Negative","0D","Ipsi",97,1373.6,37.67
"6","M39","Negative","0D","Ipsi",56,29.11,434.96
"7","M39","Negative","0D","Ipsi",295,2852.1,102.74
"8","M39","Negative","0D","Ipsi",100,1400.2,36.69
"9","M39","Negative","0D","Ipsi",165,1507.6,542.73
"10","M39","Negative","0D","Ipsi",196,1985.1,140.01
"11","M39","Positive","0D","Ipsi",346,2906.6,413.55
"12","M39","Negative","0D","Ipsi",199,1680.1,150.84
"13","M39","Positive","0D","Ipsi",320,2853.6,278.84
"14","M39","Negative","0D","Ipsi",191,2098.7,85.33
"15","M39","Positive","0D","Ipsi",328,3039.8,303.06
"16","M39","Positive","0D","Ipsi",253,2195.4,498.06
"17","M39","Positive","0D","Ipsi",339,2775.4,375.7
"18","M39","Negative","0D","Ipsi",193,2121.6,116.79
"19","M39","Positive","0D","Ipsi",284,2565.9,29.66
"20","M39","Negative","0D","Ipsi",141,1374.5,407.75
"21","M39","Negative","0D","Ipsi",258,2391.9,521.5
"22","M39","Positive","0D","Ipsi",28,387.33,265.95
"23","M39","Negative","0D","Ipsi",248,2272.6,468.12
"24","M39","Positive","0D","Ipsi",333,2929.5,328.55
"25","M39","Negative","0D","Ipsi",239,1629.4,402.57
"26","M39","Negative","0D","Ipsi",192,2266.9,106.23
"27","M39","Positive","0D","Ipsi",366,3061.4,532.76
"28","M39","Positive","0D","Ipsi",350,2983.8,435.29
"29","M39","Negative","0D","Ipsi",50,705.55,378.44
"30","M39","Positive","0D","Ipsi",230,2229.5,359.37
"31","M39","Negative","0D","Ipsi",211,2200.7,223.53
"32","M39","Negative","0D","Ipsi",233,1921.9,369.46
"33","M39","Negative","0D","Ipsi",210,1999.7,217.77
"34","M39","Positive","0D","Ipsi",365,2955.3,527.45
"35","M39","Positive","0D","Ipsi",102,1155.8,63.42
"36","M39","Positive","0D","Ipsi",331,2805.5,316.4
"37","M39","Negative","0D","Ipsi",62,187.62,455.4
"38","M39","Negative","0D","Ipsi",342,2488.9,393.72
"39","M39","Negative","0D","Ipsi",183,2127.1,9.192
"40","M39","Negative","0D","Ipsi",157,1592.2,491.76
"41","M39","Positive","0D","Ipsi",319,2915.5,274.66
"42","M39","Negative","0D","Ipsi",69,502.76,478.08
"43","M39","Positive","0D","Ipsi",302,3123.4,147.15
"44","M39","Positive","0D","Ipsi",303,2437.1,156.22
"45","M39","Negative","0D","Ipsi",189,1685.8,74.38
"46","M39","Negative","0D","Ipsi",362,2688.8,505.14
"47","M39","Negative","0D","Ipsi",243,2086.9,416.11
"48","M39","Positive","0D","Ipsi",361,2828.8,492.94
"49","M39","Negative","0D","Ipsi",162,1614.7,534.77
"50","M39","Negative","0D","Ipsi",187,2162.6,43.4
"51","M39","Positive","0D","Ipsi",236,2163.2,381.16
"52","M39","Negative","0D","Ipsi",246,2351.5,426.77
"53","M39","Positive","0D","Ipsi",285,3089.2,46.77
"54","M39","Negative","0D","Ipsi",167,1617.8,552.42
"55","M39","Negative","0D","Ipsi",318,2479.7,272.09
"56","M39","Positive","0D","Ipsi",378,3057.8,570.62
"57","M39","Negative","0D","Ipsi",49,140.52,376.65
"58","M39","Negative","0D","Ipsi",261,2150.7,538.37
"59","M39","Negative","0D","Ipsi",20,265.48,164.71
"60","M39","Negative","0D","Ipsi",25,554.04,215.8
"61","M39","Negative","0D","Ipsi",108,820.55,155.42
"62","M39","Negative","0D","Ipsi",182,1178.6,657.97
"63","M39","Negative","0D","Ipsi",190,2011.1,83.48
"64","M39","Positive","0D","Ipsi",206,2057.7,192.89
"65","M39","Positive","0D","Ipsi",283,3022,27.97
"66","M39","Negative","0D","Ipsi",139,1155.7,394.74
"67","M39","Positive","0D","Ipsi",335,2703.5,344.69
"68","M39","Negative","0D","Ipsi",231,2059.8,363
"69","M39","Positive","0D","Ipsi",384,3035.2,619.41
"70","M39","Negative","0D","Ipsi",312,2425.6,210.53
"71","M39","Negative","0D","Ipsi",168,1558.8,560.71
"72","M39","Positive","0D","Ipsi",382,3125.9,610.22
"73","M39","Negative","0D","Ipsi",127,1000.4,303.65
"74","M39","Negative","0D","Ipsi",145,1293.8,442.63
"75","M39","Positive","0D","Ipsi",304,2496.5,164.06
"76","M39","Negative","0D","Ipsi",33,174.68,295.62
"77","M39","Positive","0D","Ipsi",334,2755.1,330.82
"78","M39","Negative","0D","Ipsi",70,783.07,476.66
"79","M39","Negative","0D","Ipsi",226,1779.8,328.66
"80","M39","Negative","0D","Ipsi",174,818.07,588.14
"81","M39","Negative","0D","Ipsi",391,2474.8,657.47
"82","M39","Negative","0D","Ipsi",30,79.94,285.25
"83","M39","Positive","0D","Ipsi",279,2302.4,660.15
"84","M39","Positive","0D","Ipsi",306,2564.8,176.42
"85","M39","Negative","0D","Ipsi",286,2907.4,54.63
"86","M39","Negative","0D","Ipsi",242,2301.9,413.78
"87","M39","Negative","0D","Ipsi",188,2173.2,64.41
"88","M39","Negative","0D","Ipsi",201,2125.1,157.59
"89","M39","Negative","0D","Ipsi",344,2663.1,401.32
"90","M39","Negative","0D","Ipsi",376,2649.7,567.14
"91","M39","Negative","0D","Ipsi",323,2565.7,289.1
"92","M39","Negative","0D","Ipsi",354,2579.7,451.45
"93","M39","Negative","0D","Ipsi",227,2144.5,339.39
"94","M39","Positive","0D","Ipsi",321,2975,280.29
"95","M39","Negative","0D","Ipsi",172,1007,574.96
"96","M39","Positive","0D","Ipsi",281,2852.2,9.223
"97","M39","Positive","0D","Ipsi",313,2680.7,214.66
"98","M39","Positive","0D","Ipsi",288,2687.8,70.25
"99","M39","Negative","0D","Ipsi",299,2576.1,121.09
"100","M39","Positive","0D","Ipsi",300,2947,128.09
"101","M39","Negative","0D","Ipsi",53,667.46,401.2
"102","M39","Positive","0D","Ipsi",355,3175.9,461.27
"103","M39","Positive","0D","Ipsi",297,3098.2,105.98
"104","M39","Negative","0D","Ipsi",238,2375.2,382.77
"105","M39","Negative","0D","Ipsi",184,1961.1,13.56
"106","M39","Positive","0D","Ipsi",118,1198.2,235.65
"107","M39","Negative","0D","Ipsi",14,20.16,144.87
"108","M39","Negative","0D","Ipsi",244,1835.9,421.21
"109","M39","Negative","0D","Ipsi",195,1760.5,137.12
"110","M39","Negative","0D","Ipsi",173,1578.8,586.47
"111","M39","Negative","0D","Ipsi",225,1689.8,324.63
"112","M39","Negative","0D","Ipsi",356,2701.8,467.72
"113","M39","Negative","0D","Ipsi",316,2521,256.78
"114","M39","Positive","0D","Ipsi",345,3143.7,405.71
"115","M39","Negative","0D","Ipsi",221,1652.5,318.55
"116","M39","Negative","0D","Ipsi",119,1540.9,240.9
"117","M39","Negative","0D","Ipsi",273,2306.9,619.07
"118","M39","Positive","0D","Ipsi",390,2896.4,647.19
