"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M40","Positive","0D","Ipsi",2179,1422.1,556.54
"2","M40","Positive","0D","Ipsi",269,106.4,154.82
"3","M40","Positive","0D","Ipsi",2853,3005,305.6
"4","M40","Positive","0D","Ipsi",1353,1913,106.15
"5","M40","Positive","0D","Ipsi",922,311.47,521.88
"6","M40","Positive","0D","Ipsi",2941,2730.6,341.99
"7","M40","Positive","0D","Ipsi",402,177.37,231.39
"8","M40","Positive","0D","Ipsi",2963,2789.1,366.59
"9","M40","Positive","0D","Ipsi",3317,3002.7,573.87
"10","M40","Positive","0D","Ipsi",2019,1860.5,472.81
"11","M40","Positive","0D","Ipsi",129,327.41,78.7
"12","M40","Positive","0D","Ipsi",3246,2553,533.51
"13","M40","Positive","0D","Ipsi",2843,2243.3,291.41
"14","M40","Negative","0D","Ipsi",1139,377.37,652.7
"15","M40","Positive","0D","Ipsi",2366,1308.3,651.33
"16","M40","Positive","0D","Ipsi",2758,2860.1,241.55
"17","M40","Positive","0D","Ipsi",1862,1250.9,385.18
"18","M40","Negative","0D","Ipsi",1140,412.92,654.22
"19","M40","Positive","0D","Ipsi",3309,2836.1,569.71
"20","M40","Positive","0D","Ipsi",2641,2772.6,168.24
"21","M40","Positive","0D","Ipsi",3463,2831.3,650.7
"22","M40","Positive","0D","Ipsi",2417,2740.5,15.97
"23","M40","Negative","0D","Ipsi",1564,1658.1,221.7
"24","M40","Positive","0D","Ipsi",2607,2692.5,143.38
"25","M40","Positive","0D","Ipsi",2950,2669.1,350.78
"26","M40","Negative","0D","Ipsi",1153,315.86,655.37
"27","M40","Positive","0D","Ipsi",3462,2635.9,652.8
"28","M40","Positive","0D","Ipsi",2802,3012.4,275.98
"29","M40","Positive","0D","Ipsi",822,712.32,471.31
"30","M40","Positive","0D","Ipsi",2955,2321.3,355.02
"31","M40","Positive","0D","Ipsi",2353,1686.7,651.27
"32","M40","Positive","0D","Ipsi",2935,2843.2,335.81
"33","M40","Negative","0D","Ipsi",2371,1959.7,654.91
"34","M40","Positive","0D","Ipsi",2414,2356.9,12.06
"35","M40","Positive","0D","Ipsi",2655,2395.7,172.11
"36","M40","Positive","0D","Ipsi",2899,2982.9,323.13
"37","M40","Positive","0D","Ipsi",1289,1094.5,65.6
"38","M40","Positive","0D","Ipsi",3181,2787.8,491.55
"39","M40","Positive","0D","Ipsi",1056,515.56,602.18
