"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M27","Positive","30D","Ipsi",12262,1467.2,622.87
"2","M27","Positive","30D","Ipsi",11511,1579.2,517.77
"3","M27","Positive","30D","Ipsi",12367,1449.3,641.49
"4","M27","Positive","30D","Ipsi",10449,1442.6,370.57
"5","M27","Positive","30D","Ipsi",6736,1468.1,470.6
"6","M27","Positive","30D","Ipsi",7534,1412.5,582.78
"7","M27","Positive","30D","Ipsi",6461,1466.1,425.04
"8","M27","Positive","30D","Ipsi",12063,1523.2,595.77
"9","M27","Positive","30D","Ipsi",10979,1442.6,439.19
"10","M27","Positive","30D","Ipsi",11295,1444.2,486.41
"11","M27","Positive","30D","Ipsi",11087,1525,458.35
"12","M27","Positive","30D","Ipsi",6608,1373.6,446.99
"13","M27","Positive","30D","Ipsi",11155,1442.4,468.18
"14","M27","Positive","30D","Ipsi",12133,1550.7,600.23
"15","M27","Positive","30D","Ipsi",7676,1349.8,602.71
"16","M27","Positive","30D","Ipsi",6266,1432.5,392.69
"17","M27","Positive","30D","Ipsi",12565,1533.9,657.16
"18","M27","Positive","30D","Ipsi",5004,1095.8,234.25
"19","M27","Positive","30D","Ipsi",10730,1482.1,406.13
"20","M27","Positive","30D","Ipsi",6622,1130.9,447.48
"21","M27","Positive","30D","Ipsi",7743,1335.3,614.77
"22","M27","Positive","30D","Ipsi",7053,1324.5,513.73
"23","M27","Positive","30D","Ipsi",12575,2128.6,658.06
"24","M27","Positive","30D","Ipsi",10016,1947.4,301.38
"25","M27","Positive","30D","Ipsi",11527,1503.9,515.81
"26","M27","Positive","30D","Ipsi",7617,1254.6,589.14
"27","M27","Positive","30D","Ipsi",10484,1458,369.61
"28","M27","Positive","30D","Ipsi",7606,1398.1,590.71
"29","M27","Positive","30D","Ipsi",8660,1470.4,95.51
"30","M27","Positive","30D","Ipsi",12190,1537.3,605.61
"31","M27","Positive","30D","Ipsi",3838,1239.5,94.01
"32","M27","Positive","30D","Ipsi",6074,1404.6,367.53
"33","M27","Positive","30D","Ipsi",6012,1418.9,356.31
"34","M27","Positive","30D","Ipsi",9082,1490,155.29
"35","M27","Positive","30D","Ipsi",8882,1953.4,127.85
"36","M27","Positive","30D","Ipsi",7677,1418.6,598.86
"37","M27","Positive","30D","Ipsi",8345,2086.4,43.84
"38","M27","Positive","30D","Ipsi",8735,1943.1,107.16
"39","M27","Positive","30D","Ipsi",7640,1374.6,596.55
"40","M27","Positive","30D","Ipsi",6017,1454.2,355.32
"41","M27","Positive","30D","Ipsi",7638,1386.2,593.71
"42","M27","Positive","30D","Ipsi",11335,1930.4,488.17
"43","M27","Positive","30D","Ipsi",7693,1336,602.03
"44","M27","Positive","30D","Ipsi",6184,1419.9,378.89
"45","M27","Positive","30D","Ipsi",3176,604.49,662.28
"46","M27","Positive","30D","Ipsi",11196,2129.2,470.13
"47","M27","Positive","30D","Ipsi",10760,1575.5,407.02
"48","M27","Positive","30D","Ipsi",3157,403.32,661.6
"49","M27","Positive","30D","Ipsi",11349,1694.6,492.83
"50","M27","Positive","30D","Ipsi",3027,288.91,635.29
"51","M27","Positive","30D","Ipsi",10967,1554,435.39
"52","M27","Positive","30D","Ipsi",11336,2067.3,488.54
"53","M27","Positive","30D","Ipsi",9135,1474.1,160.75
"54","M27","Positive","30D","Ipsi",223,54.14,52.72
"55","M27","Positive","30D","Ipsi",8972,1856.7,143.22
"56","M27","Positive","30D","Ipsi",4147,842.3,130.3
"57","M27","Positive","30D","Ipsi",2924,692.6,613.59
"58","M27","Positive","30D","Ipsi",6365,1438.8,404.33
"59","M27","Positive","30D","Ipsi",12596,1670.2,659.08
"60","M27","Positive","30D","Ipsi",12114,2084.8,593.66
"61","M27","Positive","30D","Ipsi",1369,534.62,302.81
"62","M27","Positive","30D","Ipsi",3180,536.94,662.29
"63","M27","Positive","30D","Ipsi",2661,497.84,561.86
"64","M27","Positive","30D","Ipsi",11475,2016.1,506.54
"65","M27","Positive","30D","Ipsi",5022,892.3,233.1
"66","M27","Positive","30D","Ipsi",10490,1891.5,369.47
"67","M27","Positive","30D","Ipsi",11108,2097.9,457.73
"68","M27","Positive","30D","Ipsi",8078,965.12,659.53
"69","M27","Positive","30D","Ipsi",11677,1577.3,531.67
"70","M27","Positive","30D","Ipsi",2866,15.74,604.72
"71","M27","Positive","30D","Ipsi",11785,1508,549.19
"72","M27","Positive","30D","Ipsi",8643,2051.6,93.05
"73","M27","Positive","30D","Ipsi",11813,1516.8,553.47
"74","M27","Positive","30D","Ipsi",5880,1378.3,339.6
"75","M27","Positive","30D","Ipsi",7215,1066.4,532.02
"76","M27","Positive","30D","Ipsi",7775,1437.8,614.31
"77","M27","Positive","30D","Ipsi",10118,1939.3,311.67
"78","M27","Positive","30D","Ipsi",4987,1207.7,225.83
"79","M27","Positive","30D","Ipsi",11504,1532.8,510.73
"80","M27","Positive","30D","Ipsi",7529,1369.6,576.49
"81","M27","Positive","30D","Ipsi",3719,1243.6,75.91
"82","M27","Positive","30D","Ipsi",6166,1399.3,377.53
"83","M27","Positive","30D","Ipsi",12304,1541.5,619.22
"84","M27","Positive","30D","Ipsi",7647,1274.9,591.79
"85","M27","Positive","30D","Ipsi",2598,584.11,551.99
"86","M27","Positive","30D","Ipsi",10295,1969.2,338.18
"87","M27","Positive","30D","Ipsi",8133,1464.4,660.72
"88","M27","Positive","30D","Ipsi",202,108.56,46.28
"89","M27","Positive","30D","Ipsi",10737,2122.8,399.7
"90","M27","Positive","30D","Ipsi",1233,403.31,273
"91","M27","Positive","30D","Ipsi",1619,5.441,363.44
"92","M27","Positive","30D","Ipsi",11719,1826.3,542.43
"93","M27","Positive","30D","Ipsi",9740,1979.8,249.46
"94","M27","Positive","30D","Ipsi",10886,1446.4,424.52
"95","M27","Positive","30D","Ipsi",7579,1379.4,583.57
"96","M27","Positive","30D","Ipsi",8622,1886.1,92.33
"97","M27","Positive","30D","Ipsi",9670,1996.6,236.11
"98","M27","Positive","30D","Ipsi",11764,1766.5,545.97
"99","M27","Positive","30D","Ipsi",11123,1964.2,457.1
"100","M27","Positive","30D","Ipsi",7672,777.89,597.53
"101","M27","Positive","30D","Ipsi",12635,2053.2,662.21
"102","M27","Positive","30D","Ipsi",1899,6.121,417.37
"103","M27","Positive","30D","Ipsi",7847,1435.3,624.15
"104","M27","Positive","30D","Ipsi",9143,1860.6,160.24
"105","M27","Positive","30D","Ipsi",7509,1120.8,572.57
"106","M27","Positive","30D","Ipsi",4914,1362.3,215.02
"107","M27","Positive","30D","Ipsi",6370,1132.5,406.16
"108","M27","Positive","30D","Ipsi",7955,1413.5,640.48
"109","M27","Positive","30D","Ipsi",5579,1191,301.19
"110","M27","Positive","30D","Ipsi",5792,1104.1,327.88
"111","M27","Positive","30D","Ipsi",9176,1824.2,162.8
"112","M27","Positive","30D","Ipsi",2943,284.76,618.04
"113","M27","Positive","30D","Ipsi",11025,1521,442.81
"114","M27","Positive","30D","Ipsi",2833,216.6,597.83
"115","M27","Positive","30D","Ipsi",10998,2110.1,436.71
"116","M27","Positive","30D","Ipsi",9345,1850.7,188.02
"117","M27","Positive","30D","Ipsi",5380,1047.7,275.6
"118","M27","Positive","30D","Ipsi",1316,61.9,288
"119","M27","Positive","30D","Ipsi",4364,942.16,156.72
"120","M27","Positive","30D","Ipsi",6769,1160.8,467.09
"121","M27","Positive","30D","Ipsi",5231,1129,256.1
"122","M27","Positive","30D","Ipsi",3558,1304.9,56.24
"123","M27","Positive","30D","Ipsi",9400,1918.6,199.64
"124","M27","Positive","30D","Ipsi",11815,2014.3,553.87
"125","M27","Positive","30D","Ipsi",12553,2165.6,653.34
"126","M27","Positive","30D","Ipsi",6742,1326.6,462.35
"127","M27","Positive","30D","Ipsi",2724,425.78,573.33
"128","M27","Positive","30D","Ipsi",5537,1447.2,297
"129","M27","Positive","30D","Ipsi",9125,2015.9,155.34
"130","M27","Positive","30D","Ipsi",10845,2031.3,415.51
"131","M27","Positive","30D","Ipsi",9023,2024.1,144.44
"132","M27","Positive","30D","Ipsi",1554,626.29,339.69
"133","M27","Positive","30D","Ipsi",12600,1907.5,660.5
"134","M27","Positive","30D","Ipsi",11667,1836.4,531.86
"135","M27","Positive","30D","Ipsi",5404,741.12,281.96
"136","M27","Positive","30D","Ipsi",2886,371.56,606.55
"137","M27","Positive","30D","Ipsi",8484,2105.8,67.43
"138","M27","Positive","30D","Ipsi",9793,2000.6,256.75
"139","M27","Positive","30D","Ipsi",12355,2124.6,625.7
