Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M40_0D_Scene4.tif	1	Negative	fiber tracts	Polygon	6261.8	2388.2	170.6903	75.0967	0.3803	26.9354	14.847	0.8839	63.7664	12.4972	89	28	48.9813	13.8162	86	24	144.7383	62.7884	255	53	166.0841	75.716	255	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.8451	4.2905
ECM_Exp2_M40_0D_Scene4.tif	2	Negative	fiber tracts	Polygon	6112.5	2387.9	69.2901	41.4033	0.5079	18.6379	6.1112	0.9071	15.7959	4.5734	25	6	83.0408	43.1113	179	24	9.7959	7.7915	36	0	100.0204	44.4248	185	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.8402	4.4375
ECM_Exp2_M40_0D_Scene4.tif	3	Negative	fiber tracts	Polygon	6503.5	2422.6	109.8502	46.0942	0.6497	16.8892	9.1338	0.8866	35.9104	9.6165	81	22	67.2836	24.952	109	29	115.9552	61.3058	243	25	96.194	40.9568	188	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.8924	4.0519
ECM_Exp2_M40_0D_Scene4.tif	4	Negative	fiber tracts	Polygon	6564.9	2421	79.4302	43.4473	0.5288	15.9939	8.5573	0.8824	89.5	11.4095	116	67	49.3654	22.0428	108	19	141.5577	31.9849	240	88	237	37.5129	255	113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.8927	3.9912
ECM_Exp2_M40_0D_Scene4.tif	5	Negative	fiber tracts	Polygon	6653.3	2447.6	143.6503	63.0846	0.4536	22.5172	13.9234	0.8324	71.2529	17.0684	93	18	68.4483	23.8312	140	19	110.8161	29.3976	194	39	162.7241	51.5961	255	51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.9258	3.9035
ECM_Exp2_M40_0D_Scene4.tif	6	Negative	fiber tracts	Polygon	6739.7	2489.5	123.3702	62.584	0.3958	25.7927	10.1	0.9442	67.9875	6.3375	85	51	46.0125	20.9487	104	18	137.1375	69.6397	253	47	232.75	36.9938	255	120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.9761	3.8175
ECM_Exp2_M40_0D_Scene4.tif	7	Negative	fiber tracts	Polygon	6739	2504.6	99.7102	46.4033	0.5819	20.1093	8.0217	0.9258	45.8689	13.6388	66	17	64.623	19.4681	109	22	78.377	35.2572	151	17	130.2787	50.1867	216	38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	1.993	3.818
ECM_Exp2_M40_0D_Scene4.tif	8	Negative	fiber tracts	Polygon	5097.6	2751.5	74.3601	37.027	0.6816	12.7903	8.3363	0.766	109.8958	25.3287	152	48	48.3542	23.9427	112	20	18.8542	10.5286	38	1	59.8125	54.8971	201	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.2336	5.4685
ECM_Exp2_M40_0D_Scene4.tif	9	Negative	fiber tracts	Polygon	4893.6	2761.1	167.3103	70.0974	0.4279	23.1008	15.6967	0.8262	26.7308	9.3448	43	7	44.25	13.3655	74	17	135.5577	47.018	237	43	207.5769	70.0697	255	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.2485	5.674
ECM_Exp2_M40_0D_Scene4.tif	10	Negative	fiber tracts	Polygon	4901.8	2791.4	140.2703	55.3164	0.5761	23.3697	8.7758	0.9437	24.7701	7.3543	46	12	61.6437	22.7647	113	27	47.977	35.4765	171	18	169.2874	89.6882	255	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.2834	5.6669
ECM_Exp2_M40_0D_Scene4.tif	11	Negative	fiber tracts	Polygon	4919.5	2822.9	119.9902	52.6533	0.5439	16.9372	12.3627	0.739	43.4795	14.0871	68	14	49.5479	16.5404	104	23	50.6712	23.3631	114	15	154.1918	68.381	255	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.3193	5.65
ECM_Exp2_M40_0D_Scene4.tif	12	Negative	fiber tracts	Polygon	6302	3048.2	77.7402	36.078	0.7505	13.7582	7.5502	0.825	17.22	5.9737	28	8	71.1	26.191	127	32	15.64	9.3192	36	5	147.4	40.8541	219	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.5811	4.2542
ECM_Exp2_M40_0D_Scene4.tif	13	Negative	fiber tracts	Polygon	6146.2	3195.1	141.9603	57.7783	0.5344	22.9713	11.3445	0.9157	15.7889	4.4406	25	5	53.5444	12.297	79	29	5.3667	4.8931	23	0	253.5	5.7284	255	217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.7417	4.4149
ECM_Exp2_M40_0D_Scene4.tif	14	Negative	fiber tracts	Polygon	6138.4	3209	114.9202	45.2579	0.705	16.5606	9.9046	0.777	9.3714	4.8459	17	0	54.2714	17.4339	93	19	10.6429	6.6027	26	1	95.9	74.3303	255	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.7572	4.4232
ECM_Exp2_M40_0D_Scene4.tif	15	Negative	fiber tracts	Polygon	5874	3241.9	121.6802	49.7161	0.6186	19.1216	10.2782	0.8683	5.9467	4.3802	16	0	65.1067	24.9716	130	16	40.5333	35.3612	162	7	181.0933	41.2763	248	106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.7897	4.6935
ECM_Exp2_M40_0D_Scene4.tif	16	Negative	fiber tracts	Polygon	6061.1	3250.5	118.3002	50.5949	0.5807	22.3713	9.1938	0.9131	8.8889	1.6997	13	5	47.5139	18.1271	85	12	12.6806	6.5409	27	2	129.5972	66.468	237	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.8023	4.5029
ECM_Exp2_M40_0D_Scene4.tif	17	Negative	fiber tracts	Polygon	6493.6	3279.1	94.6402	44.2016	0.6087	17.8571	8.0812	0.9206	16.3729	3.1726	25	8	53.3729	19.8006	112	24	22.4915	4.9771	32	13	132.2881	34.2234	191	67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.8432	4.0635
ECM_Exp2_M40_0D_Scene4.tif	18	Negative	fiber tracts	Polygon	5925.9	3301.8	76.0502	37.97	0.6629	16.26	7.5215	0.901	8.7917	1.8096	13	3	53.5625	21.867	100	21	43.75	15.851	82	10	118.5833	66.8112	252	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.8577	4.6422
ECM_Exp2_M40_0D_Scene4.tif	19	Negative	fiber tracts	Polygon	6626.5	3343.2	121.6802	54.4692	0.5154	18.9367	12.5427	0.826	60.3333	12.0588	83	39	43.7733	10.8448	72	23	41.1733	7.7117	56	20	160.56	55.9561	255	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.9187	3.9293
ECM_Exp2_M40_0D_Scene4.tif	20	Negative	fiber tracts	Polygon	6646.5	3369.7	175.7604	60.8122	0.5972	23.9319	12.7371	0.8709	46.5	12.4191	77	26	59.1204	15.7259	95	29	38.0648	13.7903	90	24	181.6296	57.412	255	82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.949	3.909
ECM_Exp2_M40_0D_Scene4.tif	21	Negative	fiber tracts	Polygon	6079.1	3374.1	170.6903	64.2178	0.5201	20.2001	15.4303	0.6461	17.49	1.9617	22	11	43.2	15.5297	85	16	17.52	6.0678	33	7	102.08	72.7997	255	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.9417	4.4873
ECM_Exp2_M40_0D_Scene4.tif	22	Negative	fiber tracts	Polygon	6022.7	3373.5	82.8102	49.4649	0.4253	18.2692	9.0622	0.9128	9.3065	3.0331	16	3	61.3065	20.4271	101	28	16.5645	16.4373	61	0	113.9194	79.9941	246	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.9401	4.5451
ECM_Exp2_M40_0D_Scene4.tif	23	Negative	fiber tracts	Polygon	5857.2	3389.7	38.8701	23.4203	0.8905	9.2108	5.5102	0.7648	20.8	4.1932	27	12	141.52	50.669	236	56	86.6	28.3725	152	53	180.4	45.913	254	101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.9558	4.7147
ECM_Exp2_M40_0D_Scene4.tif	24	Negative	fiber tracts	Polygon	6686.4	3401	239.9805	108.8476	0.2545	44.2925	15.1534	0.9677	55.1156	26.7119	97	8	58.2245	20.9585	142	22	44.2925	17.6934	101	21	199.5306	57.014	255	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.2418	2.9854	3.8686
