Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	5493.2	910.74	64.2201	30.0331	0.8947	11.1122	7.2613	0.728	209.2143	50.1999	255	109	23.6905	13.4355	61	2	6.4762	6.4287	28	0	39.2143	29.7793	133	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.4426	5.3013
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6154.4	919.43	140.2703	43.0707	0.9502	15.1019	12.339	0.5014	78.2	22.1896	119	40	26.0941	20.3696	82	0	3.8706	4.0261	17	0	176.1529	88.5624	255	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.4813	4.6615
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6718.3	919.58	67.6001	34.4575	0.7155	14.244	6.6512	0.8989	99.4186	25.4355	153	61	35.0233	19.796	64	12	7.3953	3.8492	18	0	195.3953	86.9362	255	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.4956	4.1002
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6428.9	937.62	248.4305	66.5699	0.7045	25.6154	13.6958	0.8746	186.5197	49.1362	255	85	25.6053	20.9649	114	0	11.7105	4.3133	27	5	186.5197	66.674	255	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5112	4.3892
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6485	937.93	65.9101	34.617	0.6912	14.5882	6.1467	0.9017	66.75	9.7959	81	44	16.5909	12.1585	62	5	11.7273	2.4906	20	8	4.3636	2.5617	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5129	4.3332
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6404	937.94	91.2602	38.6172	0.769	13.6646	9.9946	0.7484	61.7037	11.0959	85	43	35.2407	32.951	143	5	14.037	3.114	20	10	93.7037	79.1556	255	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5108	4.4141
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6233.4	950.51	163.9303	50.5217	0.8071	19.8629	10.7228	0.8476	96.5941	22.8588	143	50	28.5941	12.9847	59	0	3.9703	2.4432	10	0	223.7525	51.7738	255	92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5193	4.5848
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6632.1	951.19	143.6503	46.7182	0.8271	17.4036	11.9977	0.7213	149.5714	32.0268	201	76	36.2088	24.3619	115	0	13.1319	6.3249	25	1	204.8791	56.7013	255	61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5304	4.1869
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6763.1	987.71	82.8102	36.8031	0.7683	14.7161	7.6335	0.8724	73.5185	9.5498	93	55	20.2778	21.1735	84	0	13.2963	7.5876	32	0	105.2593	63.8229	219	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5722	4.0582
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6214.8	998.67	106.4702	39.3879	0.8624	14.4263	10.3255	0.7382	62.1912	12.2976	83	36	35.4265	31.1852	118	0	5.4559	2.154	10	1	144.6618	83.8124	255	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5727	4.6057
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6760.7	1004.6	133.5103	43.9206	0.8697	16.9387	10.4	0.7902	114.8182	22.5906	153	71	31.8182	13.3611	67	12	8.4805	5.3842	23	0	132.4416	42.1075	247	67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5911	4.0611
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6607.8	1014.8	165.6203	49.9734	0.8334	19.6303	11.1198	0.8294	170.97	40.8974	243	80	34.37	16.0439	74	12	8.39	3.8844	21	2	162.17	89.9822	255	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.6014	4.2136
ECM_Exp2_M36_15D_Scene1.tif	Necrosis	Necrosis	CTX	Polygon	6281.7	1015.5	147.0303	47.9319	0.8042	17.6614	10.7534	0.8146	57.3708	11.3952	82	34	21.5506	14.7093	72	1	9.1685	5.1173	23	0	236.7191	33.086	255	111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3685	1.5941	4.5398
