"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M03","Negative","5D","Ipsi",1891,1068.9,653.76
"2","M03","Negative","5D","Ipsi",1025,1032.5,39.7
"3","M03","Negative","5D","Ipsi",813,500.48,561.23
"4","M03","Negative","5D","Ipsi",76,395.18,65.59
"5","M03","Negative","5D","Ipsi",339,332.68,244.23
"6","M03","Negative","5D","Ipsi",962,594.42,654.92
"7","M03","Negative","5D","Ipsi",1942,1686.3,25.78
"8","M03","Positive","5D","Ipsi",3773,2785.8,598.78
"9","M03","Negative","5D","Ipsi",3791,2897,610.16
"10","M03","Negative","5D","Ipsi",122,490.04,96.74
"11","M03","Negative","5D","Ipsi",2904,2461.6,18.57
"12","M03","Negative","5D","Ipsi",1387,925.46,292.77
"13","M03","Negative","5D","Ipsi",816,802.93,557.58
"14","M03","Negative","5D","Ipsi",2555,1875.5,432.89
"15","M03","Positive","5D","Ipsi",3532,3056.8,432.76
"16","M03","Negative","5D","Ipsi",236,637.45,178.44
"17","M03","Negative","5D","Ipsi",1109,955.53,103.26
"18","M03","Positive","5D","Ipsi",3798,2629.2,616.22
"19","M03","Negative","5D","Ipsi",2878,2233.8,654.46
"20","M03","Negative","5D","Ipsi",3386,2755.2,329.63
"21","M03","Negative","5D","Ipsi",1054,1144.1,57.47
"22","M03","Negative","5D","Ipsi",2883,1827.4,655.94
"23","M03","Negative","5D","Ipsi",1401,1345,293.05
"24","M03","Negative","5D","Ipsi",1070,1041.2,67
"25","M03","Negative","5D","Ipsi",1108,1437.7,92.24
"26","M03","Negative","5D","Ipsi",2363,1912,297.47
"27","M03","Negative","5D","Ipsi",1560,938.58,413.49
"28","M03","Negative","5D","Ipsi",199,320.4,145.16
"29","M03","Negative","5D","Ipsi",955,85.07,653.28
"30","M03","Negative","5D","Ipsi",1894,844.6,654.69
"31","M03","Negative","5D","Ipsi",512,97.88,370.08
"32","M03","Positive","5D","Ipsi",3266,3106.3,241.23
"33","M03","Negative","5D","Ipsi",1031,1467.5,42.47
"34","M03","Negative","5D","Ipsi",1207,1455.4,162.29
"35","M03","Negative","5D","Ipsi",1011,898.33,23.82
"36","M03","Negative","5D","Ipsi",127,664.19,95.26
"37","M03","Negative","5D","Ipsi",39,437.26,32.58
"38","M03","Negative","5D","Ipsi",2880,1920.7,651.74
"39","M03","Negative","5D","Ipsi",1652,1459.6,489.15
"40","M03","Positive","5D","Ipsi",2875,2275,651.37
"41","M03","Negative","5D","Ipsi",3422,2652.1,357.36
"42","M03","Negative","5D","Ipsi",1225,1319.8,171.62
"43","M03","Positive","5D","Ipsi",210,88.62,157.75
"44","M03","Negative","5D","Ipsi",1517,945.49,384.83
"45","M03","Negative","5D","Ipsi",634,180.28,440.88
"46","M03","Negative","5D","Ipsi",499,576.24,356.14
"47","M03","Negative","5D","Ipsi",1498,893.38,373.86
"48","M03","Positive","5D","Ipsi",3690,3025.3,541.55
"49","M03","Positive","5D","Ipsi",1798,1384.3,589.16
"50","M03","Negative","5D","Ipsi",1895,1345.1,653.71
"51","M03","Negative","5D","Ipsi",649,113.85,453.27
"52","M03","Negative","5D","Ipsi",1806,798.7,592.66
"53","M03","Negative","5D","Ipsi",490,678.7,358.88
"54","M03","Negative","5D","Ipsi",1087,1088.5,82.46
"55","M03","Negative","5D","Ipsi",926,611.83,628.62
"56","M03","Negative","5D","Ipsi",426,463.68,302.42
"57","M03","Negative","5D","Ipsi",2346,1787,284.76
"58","M03","Positive","5D","Ipsi",3355,2572.6,309
"59","M03","Negative","5D","Ipsi",2283,1763.6,247.09
"60","M03","Negative","5D","Ipsi",1551,837.34,402.41
"61","M03","Negative","5D","Ipsi",1143,1224.7,122.39
"62","M03","Negative","5D","Ipsi",3471,2629.4,386.29
"63","M03","Negative","5D","Ipsi",1903,1190.4,655.84
"64","M03","Negative","5D","Ipsi",1893,1561.1,654.47
"65","M03","Negative","5D","Ipsi",2482,1838.1,381.2
"66","M03","Negative","5D","Ipsi",106,728.75,76.58
"67","M03","Negative","5D","Ipsi",1447,1010.5,331.97
"68","M03","Negative","5D","Ipsi",1104,1117.3,89.53
"69","M03","Negative","5D","Ipsi",47,543.4,36.91
"70","M03","Negative","5D","Ipsi",2892,1667.7,656.39
"71","M03","Negative","5D","Ipsi",384,244.51,272.72
"72","M03","Negative","5D","Ipsi",225,668.45,164.62
"73","M03","Negative","5D","Ipsi",444,778.54,321.5
"74","M03","Negative","5D","Ipsi",1952,1775.7,28.83
"75","M03","Negative","5D","Ipsi",3847,2917.2,641.79
"76","M03","Negative","5D","Ipsi",1896,1024.5,656.09
"77","M03","Negative","5D","Ipsi",1427,1135.9,312.54
"78","M03","Negative","5D","Ipsi",3862,3149.2,654.25
"79","M03","Negative","5D","Ipsi",956,140.35,653.5
"80","M03","Negative","5D","Ipsi",2217,1839.3,199.47
"81","M03","Negative","5D","Ipsi",969,201.19,657.1
"82","M03","Negative","5D","Ipsi",37,623.14,32.11
"83","M03","Negative","5D","Ipsi",1460,1141.6,336.52
"84","M03","Negative","5D","Ipsi",3872,2885.3,656.69
