"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M31","Positive","5D","Ipsi",2986,2692.6,43.6
"2","M31","Positive","5D","Ipsi",1692,1222,554.74
"3","M31","Positive","5D","Ipsi",2699,2205.5,513.39
"4","M31","Positive","5D","Ipsi",1682,908.15,548.1
"5","M31","Positive","5D","Ipsi",3238,2725,246.79
"6","M31","Positive","5D","Ipsi",2826,2265.8,606.23
"7","M31","Positive","5D","Ipsi",1325,1182.7,307
"8","M31","Positive","5D","Ipsi",996,1245.7,81.94
"9","M31","Positive","5D","Ipsi",1621,853.77,512.26
"10","M31","Positive","5D","Ipsi",2312,2042.7,264.95
"11","M31","Positive","5D","Ipsi",2448,1615.5,361.21
"12","M31","Positive","5D","Ipsi",2519,1887.1,403.02
"13","M31","Positive","5D","Ipsi",957,1199.5,55.08
"14","M31","Positive","5D","Ipsi",3352,2401.1,328.91
"15","M31","Negative","5D","Ipsi",3087,2332.9,129.23
"16","M31","Positive","5D","Ipsi",117,375.65,74.22
"17","M31","Negative","5D","Ipsi",3582,2663.2,518.44
"18","M31","Positive","5D","Ipsi",3519,2877,472.13
"19","M31","Negative","5D","Ipsi",3308,2341.4,291.68
"20","M31","Negative","5D","Ipsi",2989,2372.7,40.46
"21","M31","Positive","5D","Ipsi",2705,2250,514.34
"22","M31","Positive","5D","Ipsi",3016,2678.5,65.3
"23","M31","Positive","5D","Ipsi",3749,3012.8,636.69
"24","M31","Positive","5D","Ipsi",2777,2263.5,571.5
"25","M31","Positive","5D","Ipsi",3469,2787,430.02
"26","M31","Positive","5D","Ipsi",533,752.94,342.05
"27","M31","Positive","5D","Ipsi",1524,1203.5,446.58
"28","M31","Negative","5D","Ipsi",3487,2523.9,446.75
"29","M31","Negative","5D","Ipsi",2751,2114.9,545.87
"30","M31","Positive","5D","Ipsi",3566,2447.8,497.94
"31","M31","Positive","5D","Ipsi",1964,2137,45.45
"32","M31","Positive","5D","Ipsi",2874,2296.4,624.57
"33","M31","Positive","5D","Ipsi",3006,2794.8,54.76
"34","M31","Positive","5D","Ipsi",2749,2247,547.05
"35","M31","Positive","5D","Ipsi",3342,2787.4,319.06
"36","M31","Negative","5D","Ipsi",3768,2619.2,655.58
"37","M31","Positive","5D","Ipsi",2538,2236.2,411.26
"38","M31","Positive","5D","Ipsi",3606,2954.1,534.27
"39","M31","Positive","5D","Ipsi",506,617.27,320.83
"40","M31","Positive","5D","Ipsi",3165,2678.6,192.65
"41","M31","Positive","5D","Ipsi",1119,847.66,168.95
"42","M31","Positive","5D","Ipsi",2495,1744.6,386.43
"43","M31","Positive","5D","Ipsi",2468,1705.1,378.2
"44","M31","Positive","5D","Ipsi",3371,2364.9,346.65
"45","M31","Positive","5D","Ipsi",2028,1619.1,85.94
"46","M31","Positive","5D","Ipsi",1495,1429.9,421.36
"47","M31","Positive","5D","Ipsi",1235,1330.1,247.67
"48","M31","Negative","5D","Ipsi",3748,2598.7,638.97
"49","M31","Positive","5D","Ipsi",3630,2353.3,562.89
"50","M31","Positive","5D","Ipsi",140,600.41,85.58
"51","M31","Positive","5D","Ipsi",1022,1173.1,101.2
"52","M31","Positive","5D","Ipsi",1459,1287.1,390.53
"53","M31","Positive","5D","Ipsi",710,576.44,487.05
"54","M31","Positive","5D","Ipsi",2997,2956.9,44.31
"55","M31","Positive","5D","Ipsi",356,642.45,237.56
