"","MouseID","Class","DPI","Hemisphere","ID","X","Y"
"1","M09","Negative","15D","Ipsi",892,2227.7,119.04
"2","M09","Positive","15D","Ipsi",605,1066.2,392.07
"3","M09","Negative","15D","Ipsi",1047,2281,293.47
"4","M09","Positive","15D","Ipsi",378,1530.9,23.41
"5","M09","Negative","15D","Ipsi",1309,2272.1,502.58
"6","M09","Positive","15D","Ipsi",428,819.48,95.4
"7","M09","Negative","15D","Ipsi",950,2260.1,177.34
"8","M09","Positive","15D","Ipsi",841,1577.3,72.17
"9","M09","Positive","15D","Ipsi",630,1082,436.71
"10","M09","Positive","15D","Ipsi",447,878.3,129.53
"11","M09","Positive","15D","Ipsi",473,1021.3,173.11
"12","M09","Negative","15D","Ipsi",816,2208.4,46.17
"13","M09","Positive","15D","Ipsi",1343,2235.7,524.43
"14","M09","Negative","15D","Ipsi",1383,2260.8,561.6
"15","M09","Negative","15D","Ipsi",1246,2252.9,443.64
"16","M09","Negative","15D","Ipsi",1446,2230.8,617.01
"17","M09","Positive","15D","Ipsi",415,978.04,57.85
"18","M09","Positive","15D","Ipsi",390,828.76,36.28
"19","M09","Negative","15D","Ipsi",1483,2266.6,643.01
"20","M09","Negative","15D","Ipsi",1360,2038.8,542.35
"21","M09","Negative","15D","Ipsi",1444,2269.8,619.78
"22","M09","Positive","15D","Ipsi",1105,2238.9,322.54
"23","M09","Positive","15D","Ipsi",418,892.7,76.71
"24","M09","Positive","15D","Ipsi",819,1584,51.73
"25","M09","Positive","15D","Ipsi",489,960.17,198.77
"26","M09","Positive","15D","Ipsi",566,1475.5,321.47
"27","M09","Positive","15D","Ipsi",486,1515.1,185.44
"28","M09","Positive","15D","Ipsi",82,327.66,164.62
"29","M09","Negative","15D","Ipsi",1006,2280.8,235.23
"30","M09","Negative","15D","Ipsi",986,2268.7,210.81
"31","M09","Negative","15D","Ipsi",1149,1915.5,365.22
"32","M09","Negative","15D","Ipsi",1108,1728.8,328.58
"33","M09","Negative","15D","Ipsi",1044,2100.9,276.06
"34","M09","Positive","15D","Ipsi",593,1462.4,369.07
"35","M09","Positive","15D","Ipsi",1406,2257.1,577.47
"36","M09","Positive","15D","Ipsi",407,927.85,50.95
"37","M09","Negative","15D","Ipsi",1101,2045.4,322.82
"38","M09","Positive","15D","Ipsi",523,985.4,231
"39","M09","Positive","15D","Ipsi",596,1121.9,365.14
"40","M09","Positive","15D","Ipsi",230,91.43,415.8
"41","M09","Positive","15D","Ipsi",2,653.02,25.17
"42","M09","Negative","15D","Ipsi",811,2037.7,39.59
"43","M09","Positive","15D","Ipsi",73,426.09,133.39
"44","M09","Negative","15D","Ipsi",1414,2241.6,597.28
"45","M09","Positive","15D","Ipsi",595,1020.4,360.87
"46","M09","Negative","15D","Ipsi",1253,2083.7,442.45
"47","M09","Positive","15D","Ipsi",95,194.82,180.19
"48","M09","Negative","15D","Ipsi",1418,2055.2,594.19
"49","M09","Positive","15D","Ipsi",845,2244.2,64.2
"50","M09","Positive","15D","Ipsi",33,739.36,54.71
"51","M09","Positive","15D","Ipsi",304,590.52,577.91
"52","M09","Negative","15D","Ipsi",1031,2277.2,255.82
"53","M09","Negative","15D","Ipsi",998,2117.7,223.31
"54","M09","Positive","15D","Ipsi",380,1421.3,18.37
"55","M09","Positive","15D","Ipsi",600,1162.4,367.43
